Drug,Enzyme,Action,Database,DrugID
aprobarbital,CYP2B6,inducer,SuperCYP,77021
arachidonic acid,CYP2C9,substrate,DrugBank,DB04557
aranidipine,CYP3A4,substrate,KEGG,D01562
arformoterol,CYP2A6,substrate,DrugBank,DB01274
arformoterol,CYP2C9,substrate,DrugBank,DB01274
arformoterol,CYP2C19,substrate,DrugBank,DB01274
arformoterol,CYP2D6,substrate,DrugBank,DB01274
argatroban,CYP3A5,substrate,DrugBank,DB00278
argatroban,CYP3A4,substrate,DrugBank,DB00278
argatroban,CYP3A4,substrate,SuperCYP,74863846
argatroban,CYP3A5,substrate,SuperCYP,74863846
aripiprazole,CYP2D6,"substrate,inhibitor, inducer",DrugBank,DB01238
aripiprazole,CYP2D6,substrate,Indiana University,
aripiprazole,CYP3A7,substrate,DrugBank,DB01238
aripiprazole,CYP3A5,substrate,DrugBank,DB01238
aripiprazole,CYP3A4,substrate,DrugBank,DB01238
aripiprazole,CYP3A4,substrate,Indiana University,
aripiprazole,CYP3A5,substrate,Indiana University,
aripiprazole,CYP3A7,substrate,Indiana University,
aripiprazole,CYP2D6,substrate,SuperCYP,129722129
aripiprazole,CYP2D6,inhibitor,SuperCYP,129722129
aripiprazole,CYP2D6,inducer,SuperCYP,129722129
aripiprazole,CYP3A4,substrate,SuperCYP,129722129
aripiprazole,CYP3A5,substrate,SuperCYP,129722129
aripiprazole,CYP3A7,substrate,SuperCYP,129722129
aripiprazole,CYP2D6,substrate,KEGG,D01164
aripiprazole,CYP3A4,substrate,KEGG,D01164
armodafinil,CYP1A2,inducer,DrugBank,DB06413
armodafinil,CYP2C9,inhibitor,DrugBank,DB06413
armodafinil,CYP2C19,inhibitor,DrugBank,DB06413
armodafinil,CYP3A5,inducer,DrugBank,DB06413
armodafinil,CYP3A4,inducer,DrugBank,DB06413
armodafinil,CYP1A2, inducer,KEGG,D03215
armodafinil,CYP1A2,substrate,KEGG,D03215
armodafinil,CYP2B6,substrate,KEGG,D03215
armodafinil,CYP2C9,substrate,KEGG,D03215
armodafinil,CYP2C19,inhibitor,KEGG,D03215
armodafinil,CYP2C19,substrate,KEGG,D03215
armodafinil,CYP3A, inducer,KEGG,D03215
armodafinil,CYP3A4,substrate,KEGG,D03215
arsenic trioxide,CYP1A1,inhibitor,DrugBank,DB01169
arsenic trioxide,CYP3A4,inhibitor,DrugBank,DB01169
arsenic trioxide,CYP1A1,inhibitor,SuperCYP,1327533
arsenic trioxide,CYP1B1,inhibitor,SuperCYP,1327533
arsenic trioxide,CYP3A4,inhibitor,SuperCYP,1327533
artemether,CYP2C9,substrate,DrugBank,DB06697
artemether,CYP2C19,"substrate, inducer",DrugBank,DB06697
artemether,CYP2D6,substrate,DrugBank,DB06697
artemether,CYP3A5,substrate,DrugBank,DB06697
artemether,CYP3A4,"substrate, inducer",DrugBank,DB06697
artemether,CYP2C19,substrate,SuperCYP,71939510
artemether,CYP2D6,substrate,SuperCYP,71939510
artemether,CYP3A4,substrate,SuperCYP,71939510
artemisinin,CYP2B6,substrate,Indiana University,
artemisinin,CYP2B6,inducer,Indiana University,
artemisinin,CYP1A2,inhibitor,SuperCYP,63968649
artemisinin,CYP2A6,substrate,SuperCYP,63968649
artemisinin,CYP2B6,inducer,SuperCYP,63968649
artemisinin,CYP2B6,substrate,SuperCYP,63968649
artemisinin,CYP2C19,inducer,SuperCYP,63968649
artemisinin,CYP3A4,substrate,SuperCYP,63968649
artemisinin,CYP3A4,inducer,SuperCYP,63968649
artemisinin,CYP2C19, inducer,KEGG,D02481
artesunate,CYP2A6,substrate,SuperCYP,83507691
ascorbic acid,CYP1A1,inducer,SuperCYP,50817
ascorbic acid,CYP1A2,inducer,SuperCYP,50817
asenapine,CYP1A2,substrate,DrugBank,DB06216
asenapine,CYP2D6,inhibitor,DrugBank,DB06216
asenapine,CYP3A4,substrate,DrugBank,DB06216
aspartame,SLC22A6,inhibitor,transporter,
aspartame,SLC22A8,inhibitor,transporter,
astemizole,CYP2D6,substrate,DrugBank,DB00637
astemizole,CYP2J2,substrate,DrugBank,DB00637
astemizole,CYP3A7,substrate,DrugBank,DB00637
astemizole,CYP3A5,substrate,DrugBank,DB00637
astemizole,CYP3A4,"substrate,inhibitor",DrugBank,DB00637
astemizole,CYP3A4,substrate,Indiana University,
astemizole,CYP3A5,substrate,Indiana University,
astemizole,CYP3A7,substrate,Indiana University,
astemizole,CYP2D6,substrate,SuperCYP,68844779
astemizole,CYP2J2,substrate,SuperCYP,68844779
astemizole,CYP3A4,inhibitor,SuperCYP,68844779
astemizole,CYP3A4,substrate,SuperCYP,68844779
astemizole,CYP3A5,substrate,SuperCYP,68844779
astemizole,CYP3A7,substrate,SuperCYP,68844779
astemizole,CYP3A4,substrate,KEGG,D00234
astemizole,CYP3A5,substrate,KEGG,D00234
astemizole,CYP3A7,substrate,KEGG,D00234
astemizole,CYP3A,substrate,KEGG,D00234
atazanavir,CYP2C9,substrate,DrugBank,DB01072
atazanavir,CYP3A4,"substrate,inhibitor",DrugBank,DB01072
atazanavir,CYP1A1,inhibitor,SuperCYP,cid148192
atazanavir,CYP3A4,inhibitor,SuperCYP,cid148192
atazanavir,CYP3A4,substrate,SuperCYP,cid148192
atazanavir,CYP3A5,inhibitor,SuperCYP,cid148192
atazanavir,CYP3A5,substrate,SuperCYP,cid148192
atazanavir,CYP3A7,inhibitor,SuperCYP,cid148192
atazanavir,CYP3A7,substrate,SuperCYP,cid148192
atazanavir,CYP3A,inhibitor,KEGG,D07471
atazanavir,CYP3A4,substrate,KEGG,D07471
atenolol,CYP3A4,substrate,SuperCYP,29122687
atenolol,CYP2D6,substrate,KEGG,D00235
atomoxetine,CYP2C19,substrate,DrugBank,DB00289
atomoxetine,CYP2D6,"substrate,inhibitor",DrugBank,DB00289
atomoxetine,CYP2D6,substrate,Indiana University,
atomoxetine,CYP2D6,substrate,ildcare,
atomoxetine,CYP3A4,inhibitor,DrugBank,DB00289
atomoxetine,CYP2C19,substrate,SuperCYP,83015263
atomoxetine,CYP2D6,substrate,SuperCYP,83015263
atomoxetine,CYP2D6,inhibitor,SuperCYP,83015263
atomoxetine,CYP3A4,inhibitor,SuperCYP,83015263
atomoxetine,CYP2D6,substrate,KEGG,D07473
atorvastatin,CYP2C8,"substrate,inhibitor",DrugBank,DB01076
atorvastatin,CYP2B6,inducer,DrugBank,DB01076
atorvastatin,CYP2C9,"inhibitor, inducer",DrugBank,DB01076
atorvastatin,CYP2C19,inhibitor,DrugBank,DB01076
atorvastatin,CYP2D6,inhibitor,DrugBank,DB01076
atorvastatin,CYP3A7,substrate,DrugBank,DB01076
atorvastatin,CYP3A5,substrate,DrugBank,DB01076
atorvastatin,CYP3A4,"substrate,inhibitor, inducer",DrugBank,DB01076
atorvastatin,CYP3A4,substrate,Indiana University,
atorvastatin,CYP3A5,substrate,Indiana University,
atorvastatin,CYP3A7,substrate,Indiana University,
atorvastatin,CYP3A4,substrate,ildcare,
atorvastatin,SLCO1B1,"substrate,inhibitor",transporter,
atorvastatin,SLC01B1,"substrate,inhibitor",transporter,
atorvastatin,SLC01B3,substrate,transporter,
atorvastatin,CYP3A4,inhibitor,SuperCYP,134523005
atorvastatin,CYP3A4,substrate,SuperCYP,134523005
atorvastatin,CYP3A5,substrate,SuperCYP,134523005
atorvastatin,CYP3A7,substrate,SuperCYP,134523005
atorvastatin,CYP3A,inhibitor,KEGG,D07474
atorvastatin,CYP3A4,substrate,KEGG,D07474
atorvastatin,CYP3A,substrate,KEGG,D07474
atorvastatin,CYP2C8,inhibitor,SuperCYP,134523005
atovaquone,CYP2C9,inhibitor,DrugBank,DB01117
atovaquone,CYP2C9,inhibitor,SuperCYP,95233184
atropin,CYP1A2,inhibitor,SuperCYP,51558
atropine,CYP1A2,inhibitor,DrugBank,DB00572
atropine,CYP1A2,inhibitor,SuperCYP,51558
avanafil,CYP3A4,substrate,DrugBank,DB06237
avasimibe,CYP3A, inducer,KEGG,D03012
avibactam,SLC22A8,substrate,transporter,
axitinib,CYP1A2,substrate,DrugBank,DB06626
axitinib,CYP2C19,substrate,DrugBank,DB06626
axitinib,CYP3A5,substrate,DrugBank,DB06626
axitinib,CYP3A4,substrate,DrugBank,DB06626
axitinib,SLCO1B1,substrate,transporter,
axitinib,SLC01B1,substrate,transporter,
axitinib,CYP3A4,substrate,KEGG,D03218
axitinib,CYP3A5,substrate,KEGG,D03218
azapropazone,CYP2C9,inhibitor,SuperCYP,13539598
azatadine,CYP3A4,inducer,DrugBank,DB00719
azatadine,CYP3A4,inducer,SuperCYP,3964816
azelastine,CYP2C8,substrate,DrugBank,DB00972
azelastine,CYP1A1,substrate,DrugBank,DB00972
azelastine,CYP1A2,substrate,DrugBank,DB00972
azelastine,CYP2A6,inhibitor,DrugBank,DB00972
azelastine,CYP2B6,inhibitor,DrugBank,DB00972
azelastine,CYP2C9,"substrate,inhibitor",DrugBank,DB00972
azelastine,CYP2C19,"substrate,inhibitor",DrugBank,DB00972
azelastine,CYP2D6,"substrate,inhibitor",DrugBank,DB00972
azelastine,CYP2E1,inhibitor,DrugBank,DB00972
azelastine,CYP3A5,substrate,DrugBank,DB00972
azelastine,CYP3A4,"substrate,inhibitor",DrugBank,DB00972
azelastine,CYP1A2,substrate,SuperCYP,58581898
azelastine,CYP2A6,inhibitor,SuperCYP,58581898
azelastine,CYP2B6,inhibitor,SuperCYP,58581898
azelastine,CYP2C9,inhibitor,SuperCYP,58581898
azelastine,CYP2C19,inhibitor,SuperCYP,58581898
azelastine,CYP2C19,substrate,SuperCYP,58581898
azelastine,CYP2D6,inhibitor,SuperCYP,58581898
azelastine,CYP2D6,substrate,SuperCYP,58581898
azelastine,CYP2E1,inhibitor,SuperCYP,58581898
azelastine,CYP3A4,substrate,SuperCYP,58581898
azelastine,CYP3A4,inhibitor,SuperCYP,58581898
azelnidipine,CYP3A4,substrate,KEGG,D01145
azelnidipine,CYP3A,substrate,KEGG,D01145
azithromycin,CYP1A2,inhibitor,DrugBank,DB00207
azithromycin,CYP2A6,inhibitor,DrugBank,DB00207
azithromycin,CYP3A4,"substrate,inhibitor",DrugBank,DB00207
azithromycin,CYP2A6,inhibitor,SuperCYP,83905015
azithromycin,CYP3A4,inhibitor,SuperCYP,83905015
azithromycin,CYP3A4,substrate,SuperCYP,83905015
azithromycin,CYP3A,inhibitor,KEGG,D07486
aztreonam,CYP3A4,substrate,SuperCYP,78110380
aztreonam,CYP3A5,substrate,SuperCYP,78110380
aztreonam,CYP3A7,substrate,SuperCYP,78110380
baclofen,SLC22A8,inhibitor,transporter,
banoxantrone,CYP1A1,substrate,DrugBank,DB04975
banoxantrone,CYP3A4,substrate,DrugBank,DB04975
barbiturates,CYP3A4,inducer,Indiana University,
barbiturates,CYP3A5,inducer,Indiana University,
barbiturates,CYP3A7,inducer,Indiana University,
barnidipine,CYP2B6,inhibitor,SuperCYP,104713759
barnidipine,CYP2C9,inhibitor,SuperCYP,104713759
barnidipine,CYP2C19,inhibitor,SuperCYP,104713759
barnidipine,CYP2D6,inhibitor,SuperCYP,104713759
barnidipine,CYP3A4,inhibitor,SuperCYP,104713759
barnidipine,CYP3A4,substrate,SuperCYP,104713759
barnidipine,CYP3A4,substrate,KEGG,D07494
beclometasone,CYP3A5,inducer,SuperCYP,4419390
beclomethasone,CYP3A5,inducer,DrugBank,DB00394
bedaquiline,CYP3A4,substrate,DrugBank,DB08903
befunolol,CYP2D6,substrate,SuperCYP,39552017
benazepril,CYP11B2,inhibitor,SuperCYP,86541755
benidipine,CYP1A1,inhibitor,SuperCYP,105979177
benidipine,CYP2C9,inhibitor,SuperCYP,105979177
benidipine,CYP2C19,inhibitor,SuperCYP,105979177
benidipine,CYP2D6,inhibitor,SuperCYP,105979177
benidipine,CYP3A4,inhibitor,SuperCYP,105979177
benidipine,CYP3A4,substrate,KEGG,D07509
benoxaprofen,CYP1A1,inducer,SuperCYP,51234287
benoxaprofen,CYP1A2,inducer,SuperCYP,51234287
benzatropine,CYP2C19,substrate,DrugBank,DB00245
benzatropine,CYP2D6,substrate,DrugBank,DB00245
benzatropine,CYP2C19,substrate,SuperCYP,86135
benzatropine,CYP2D6,substrate,SuperCYP,86135
benzbromarone,CYP2C9,inhibitor,SuperCYP,3562843
benzbromarone,CYP2C9,inhibitor,KEGG,D01056
benzbromarone,CYP2C9,substrate,KEGG,D01056
benzene,CYP2E1,substrate,Indiana University,
benzethonium,CYP2C9,inhibitor,SuperCYP,121540
benzethonium,CYP2C19,substrate,SuperCYP,121540
benzethonium,CYP2D6,substrate,SuperCYP,121540
benzethonium,CYP3A4,inhibitor,SuperCYP,121540
benzocaine,CYP2E1,inhibitor,SuperCYP,94097
benzocaine,CYP3A4,inhibitor,SuperCYP,94097
benzoic acid,SLC22A8,inhibitor,transporter,
benzphetamine,CYP2B6,substrate,DrugBank,DB00865
benzphetamine,CYP3A4,substrate,DrugBank,DB00865
benzphetamine,CYP2C8,substrate,ildcare,
benzydamine,CYP1A1,substrate,SuperCYP,642728
benzydamine,CYP1A2,substrate,SuperCYP,642728
benzydamine,CYP2C19,substrate,SuperCYP,642728
benzydamine,CYP2D6,substrate,SuperCYP,642728
benzydamine,CYP2E1,substrate,SuperCYP,642728
benzydamine,CYP3A4,substrate,SuperCYP,642728
benzyl alcohol,CYP2C8,substrate,DrugBank,DB06770
benzyl alcohol,CYP1A2,substrate,DrugBank,DB06770
benzyl alcohol,CYP2D6,substrate,DrugBank,DB06770
benzyl alcohol,CYP2E1,substrate,DrugBank,DB06770
benzyl alcohol,CYP3A4,substrate,DrugBank,DB06770
benzylpenicillin,SLCO1B1,substrate,transporter,
benzylpenicillin,SLC01B1,substrate,transporter,
benzylpenicillin,SLC22A6,inhibitor,transporter,
benzylpenicillin,SLC22A8,"substrate,inhibitor",transporter,
bepridil,CYP2D6,substrate,DrugBank,DB01244
bepridil,CYP3A4,substrate,ildcare,
bepridil,CYP2D6,substrate,SuperCYP,64706543
bepridil,CYP2C9,substrate,KEGG,D07520
bepridil,CYP2D6,inhibitor,KEGG,D07520
bepridil,CYP2D6,substrate,KEGG,D07520
bepridil,CYP3A4,substrate,KEGG,D07520
beraprost,CYP2C8,substrate,DrugBank,DB05229
berberine,CYP3A,inhibitor,KEGG,C00757
bergapten,CYP1A2,inhibitor,SuperCYP,484208
bergapten,CYP3A4,inhibitor,SuperCYP,484208
betacarotene,CYP1A1,inducer,SuperCYP,7235407
betacarotene,CYP1A2,inducer,SuperCYP,7235407
betamethason,CYP3A4,inhibitor,SuperCYP,378449
betamethason,CYP19A,inducer,SuperCYP,378449
betamethason,CYP19A,substrate,SuperCYP,378449
betamethasone,CYP3A4,inhibitor,DrugBank,DB00443
betamethasone,CYP3A4,inhibitor,SuperCYP,378449
betamethasone,CYP19A,inducer,SuperCYP,378449
betamethasone,CYP19A,substrate,SuperCYP,378449
beta-naphthoflavone,CYP1A2,inducer,DrugBank,DB06732
beta-naphthoflavone,CYP1A2,inducer,Indiana University,
betaxolol,CYP1A2,substrate,DrugBank,DB00195
betaxolol,CYP2D6,"substrate,inhibitor",DrugBank,DB00195
betaxolol,CYP1A2,substrate,SuperCYP,63659187
betaxolol,CYP2D6,inhibitor,SuperCYP,63659187
betaxolol,CYP2D6,substrate,SuperCYP,63659187
bexarotene,CYP2C9,substrate,DrugBank,DB00307
bexarotene,CYP3A4,"substrate, inducer",DrugBank,DB00307
bexarotene,CYP3A4,substrate,ildcare,
bexarotene,CYP2C9,substrate,SuperCYP,153559490
bexarotene,CYP3A4,substrate,SuperCYP,153559490
bexarotene,CYP3A4,inducer,SuperCYP,153559490
bezafibrate,CYP2C8,inhibitor,DrugBank,DB01393
bezafibrate,CYP1A1,inducer,DrugBank,DB01393
bezafibrate,CYP3A4,substrate,DrugBank,DB01393
bezafibrate,SLCO1B1,inhibitor,transporter,
bezafibrate,SLC01B1,inhibitor,transporter,
bezafibrate,CYP1A1,inducer,SuperCYP,41859670
bezafibrate,CYP3A4,substrate,SuperCYP,41859670
bezafibrate,CYP7A1,inhibitor,SuperCYP,41859670
bezafibrate,CYP2C8,inhibitor,SuperCYP,41859670
bicalutamide,CYP2C9,inhibitor,DrugBank,DB01128
bicalutamide,CYP2C19,inhibitor,DrugBank,DB01128
bicalutamide,CYP2D6,inhibitor,DrugBank,DB01128
bicalutamide,CYP3A4,"substrate,inhibitor",DrugBank,DB01128
bicalutamide,CYP2C9,inhibitor,SuperCYP,90357065
bicalutamide,CYP2C19,inhibitor,SuperCYP,90357065
bicalutamide,CYP2D6,inhibitor,SuperCYP,90357065
bicalutamide,CYP3A4,inhibitor,SuperCYP,90357065
bicalutamide,CYP3A4,substrate,SuperCYP,90357065
bicalutamide,CYP3A,inhibitor,KEGG,D00961
bicalutamide,CYP3A4,substrate,KEGG,D00961
bifonazole,CYP2C19,inhibitor,DrugBank,DB04794
bifonazole,CYP2E1,inhibitor,DrugBank,DB04794
bifonazole,CYP3A4,inhibitor,DrugBank,DB04794
bifonazole,CYP2C19,inhibitor,SuperCYP,60628968
bifonazole,CYP2E1,inhibitor,SuperCYP,60628968
bifonazole,CYP3A4,inhibitor,SuperCYP,60628968
bifonazole,CYP19A,inhibitor,SuperCYP,60628968
biotin,CYP1B1,inducer,SuperCYP,58855
biperiden,CYP2D6,inhibitor,DrugBank,DB00810
biperiden,CYP2D6,inhibitor,SuperCYP,514658
bisoprolol,CYP2D6,substrate,DrugBank,DB00612
bisoprolol,CYP2D6,substrate,ildcare,
bisoprolol,CYP3A4,substrate,DrugBank,DB00612
bisoprolol,CYP2D6,substrate,SuperCYP,66722449
bisoprolol,CYP3A4,substrate,SuperCYP,66722449
blonanserin,CYP3A4,substrate,KEGG,D01176
blonanserin,CYP3A,substrate,KEGG,D01176
boceprevir,CYP3A5,"substrate,inhibitor",DrugBank,DB08873
boceprevir,CYP3A4,"substrate,inhibitor",DrugBank,DB08873
boceprevir,CYP3A4,substrate,Indiana University,
boceprevir,CYP3A5,substrate,Indiana University,
boceprevir,CYP3A7,substrate,Indiana University,
boceprevir,CYP3A4,inhibitor,Indiana University,
boceprevir,CYP3A5,inhibitor,Indiana University,
boceprevir,CYP3A7,inhibitor,Indiana University,
boceprevir,CYP3A,inhibitor,KEGG,D08876
bopindolol,CYP2D6,substrate,KEGG,D07537
bortezomib,CYP2C8,inhibitor,DrugBank,DB00188
bortezomib,CYP1A1,inhibitor,DrugBank,DB00188
bortezomib,CYP1A2,"substrate,inhibitor",DrugBank,DB00188
bortezomib,CYP2C9,"substrate,inhibitor",DrugBank,DB00188
bortezomib,CYP2C19,"substrate,inhibitor",DrugBank,DB00188
bortezomib,CYP2D6,"substrate,inhibitor",DrugBank,DB00188
bortezomib,CYP3A4,"substrate,inhibitor",DrugBank,DB00188
bortezomib,CYP1A1,inhibitor,SuperCYP,179324697
bortezomib,CYP1A2,substrate,SuperCYP,179324697
bortezomib,CYP2C9,substrate,SuperCYP,179324697
bortezomib,CYP2C9,inhibitor,SuperCYP,179324697
bortezomib,CYP2C19,substrate,SuperCYP,179324697
bortezomib,CYP2C19,inhibitor,SuperCYP,179324697
bortezomib,CYP2D6,substrate,SuperCYP,179324697
bortezomib,CYP2D6,inhibitor,SuperCYP,179324697
bortezomib,CYP3A4,substrate,SuperCYP,179324697
bortezomib,CYP3A4,inhibitor,SuperCYP,179324697
bortezomib,CYP1A2,substrate,KEGG,D03150
bortezomib,CYP2C19,substrate,KEGG,D03150
bortezomib,CYP3A4,substrate,KEGG,D03150
bortezomib,CYP2C8,inhibitor,SuperCYP,179324697
bosentan,CYP2C9,"substrate, inducer",DrugBank,DB00559
bosentan,CYP3A4,"substrate, inducer",DrugBank,DB00559
bosentan,CYP2C9,inducer,SuperCYP,147536978
bosentan,CYP2C9,substrate,SuperCYP,147536978
bosentan,CYP3A4,substrate,SuperCYP,147536978
bosentan,CYP3A4,inducer,SuperCYP,147536978
bosentan,CYP2C9, inducer,KEGG,D07538
bosentan,CYP2C9,substrate,KEGG,D07538
bosentan,CYP2C19,substrate,KEGG,D07538
bosentan,CYP3A4, inducer,KEGG,D07538
bosentan,CYP3A, inducer,KEGG,D07538
bosentan,CYP3A4,substrate,KEGG,D07538
bosutinib,CYP3A4,substrate,DrugBank,DB06616
brentuximab vedotin,CYP3A5,"substrate,inhibitor",DrugBank,DB08870
brentuximab vedotin,CYP3A4,"substrate,inhibitor",DrugBank,DB08870
brexpiprazole,CYP2D6,substrate,DrugBank,DB09128
brexpiprazole,CYP3A4,substrate,DrugBank,DB09128
brinzolamide,CYP3A4,substrate,DrugBank,DB01194
brinzolamide,CYP3A4,substrate,SuperCYP,138890627
broccoli,CYP1A2,inducer,Indiana University,
bromazepam,CYP1A2,substrate,DrugBank,DB01558
bromazepam,CYP2C19,substrate,DrugBank,DB01558
bromazepam,CYP2E1,inhibitor,DrugBank,DB01558
bromazepam,CYP3A4,substrate,DrugBank,DB01558
bromazepam,CYP1A2,substrate,SuperCYP,1812302
bromazepam,CYP2C19,substrate,SuperCYP,1812302
bromazepam,CYP2E1,inhibitor,SuperCYP,1812302
bromazepam,CYP3A4,substrate,SuperCYP,1812302
bromazepam,CYP3A4,substrate,KEGG,D01245
bromocriptine,CYP1A2,inhibitor,DrugBank,DB01200
bromocriptine,CYP3A4,"substrate,inhibitor",DrugBank,DB01200
bromocriptine,CYP3A4,substrate,ildcare,
bromocriptine,CYP1A2,inhibitor,SuperCYP,25614033
bromocriptine,CYP3A4,inhibitor,SuperCYP,25614033
bromocriptine,CYP3A4,substrate,SuperCYP,25614033
bromocriptine,CYP3A4,substrate,KEGG,D03165
bromodiphenhydramine,SLC47A1,inhibitor,transporter,
bromperidol,CYP3A4,substrate,SuperCYP,10457906
bromperidol,CYP3A4,substrate,KEGG,D01101
brompheniramine,CYP2C8,substrate,DrugBank,DB00835
brompheniramine,CYP2B6,substrate,DrugBank,DB00835
brompheniramine,CYP2C9,substrate,DrugBank,DB00835
brompheniramine,CYP2C19,substrate,DrugBank,DB00835
brompheniramine,CYP2D6,"substrate,inhibitor",DrugBank,DB00835
brompheniramine,CYP2E1,substrate,DrugBank,DB00835
brompheniramine,CYP3A4,substrate,DrugBank,DB00835
brompheniramine,CYP2B6,substrate,SuperCYP,86226
brompheniramine,CYP2C9,substrate,SuperCYP,86226
brompheniramine,CYP2C19,substrate,SuperCYP,86226
brompheniramine,CYP2D6,inhibitor,SuperCYP,86226
brompheniramine,CYP2D6,substrate,SuperCYP,86226
brompheniramine,CYP2E1,substrate,SuperCYP,86226
brompheniramine,CYP3A4,substrate,SuperCYP,86226
brompheniramine,CYP2C8,substrate,SuperCYP,86226
brotizolam,CYP3A4,substrate,SuperCYP,57801817
brussel sprouts,CYP1A2,inducer,Indiana University,
bucladesine,CYP19A,inducer,SuperCYP,362743
bucolome,CYP2C9,inhibitor,KEGG,D01661
budesonid,CYP3A4,substrate,SuperCYP,51333223
budesonide,CYP3A4,substrate,DrugBank,DB01222
budesonide,CYP3A4,substrate,ildcare,
budesonide,CYP3A4,substrate,SuperCYP,51333223
budesonide,CYP3A4,substrate,KEGG,D00246
budesonide,CYP3A,substrate,KEGG,D00246
budipine,CYP2D6,inhibitor,SuperCYP,57982782
buflomedil,CYP2C19,substrate,SuperCYP,55837257
buflomedil,CYP2D6,substrate,SuperCYP,55837257
bufuralol,CYP2D6,substrate,DrugBank,DB06726
bufuralol,CYP2D6,substrate,Indiana University,
bumetanide,SLC22A6,inhibitor,transporter,
bumetanide,SLC22A8,inhibitor,transporter,
bunitrolol,CYP2D6,substrate,KEGG,D01444
bupivacaine,CYP1A2,substrate,DrugBank,DB00297
bupivacaine,CYP2C19,substrate,DrugBank,DB00297
bupivacaine,CYP2D6,substrate,DrugBank,DB00297
bupivacaine,CYP3A4,substrate,DrugBank,DB00297
bupivacaine,CYP1A2,substrate,SuperCYP,38396393
bupivacaine,CYP2C19,substrate,SuperCYP,38396393
bupivacaine,CYP2D6,substrate,SuperCYP,38396393
bupivacaine,CYP3A4,substrate,SuperCYP,38396393
bupivacaine,CYP3A4,substrate,KEGG,D01450
bupranolol,CYP2D6,substrate,SuperCYP,14556468
buprenorphine,CYP2C8,substrate,DrugBank,DB00921
buprenorphine,CYP1A2,inhibitor,DrugBank,DB00921
buprenorphine,CYP2A6,inhibitor,DrugBank,DB00921
buprenorphine,CYP2C9,substrate,DrugBank,DB00921
buprenorphine,CYP2C18,substrate,DrugBank,DB00921
buprenorphine,CYP2C19,inhibitor,DrugBank,DB00921
buprenorphine,CYP2D6,"substrate,inhibitor",DrugBank,DB00921
buprenorphine,CYP3A7,substrate,DrugBank,DB00921
buprenorphine,CYP3A5,substrate,DrugBank,DB00921
buprenorphine,CYP3A4,"substrate,inhibitor",DrugBank,DB00921
buprenorphine,CYP3A4,substrate,ildcare,
buprenorphine,ABCG2,inhibitor,transporter,
buprenorphine,CYP1A2,inhibitor,SuperCYP,52485797
buprenorphine,CYP2A6,inhibitor,SuperCYP,52485797
buprenorphine,CYP2C18,substrate,SuperCYP,52485797
buprenorphine,CYP2C19,inhibitor,SuperCYP,52485797
buprenorphine,CYP2D6,inhibitor,SuperCYP,52485797
buprenorphine,CYP2D6,substrate,SuperCYP,52485797
buprenorphine,CYP3A4,inhibitor,SuperCYP,52485797
buprenorphine,CYP3A4,substrate,SuperCYP,52485797
buprenorphine,CYP2C8,substrate,SuperCYP,52485797
bupropion,CYP2C8,substrate,DrugBank,DB01156
bupropion,CYP1A2,substrate,DrugBank,DB01156
bupropion,CYP2A6,substrate,DrugBank,DB01156
bupropion,CYP2B6,"substrate,inhibitor",DrugBank,DB01156
bupropion,CYP2C9,substrate,DrugBank,DB01156
bupropion,CYP2D6,"substrate,inhibitor",DrugBank,DB01156
bupropion,CYP2D6,inhibitor,Indiana University,
bupropion,CYP2D6,Inhibitor,ildcare,
bupropion,CYP2E1,substrate,DrugBank,DB01156
bupropion,CYP3A4,substrate,DrugBank,DB01156
