DrugName,CypName,Action,Species,Database,CASNumber
Pantoprazole,1A2,substrate,human,SuperCYP,102625707
Paracetamol,1A2,substrate,human,SuperCYP,000103902
Paracetamol,1A2,substrate,,SuperCYP,000103902
Paraoxon,1A2,substrate,human,SuperCYP,000311455
Paroxetine,1A2,inhibitor,human,SuperCYP,061869087
Paroxetine,1A2,inhibitor,,SuperCYP,061869087
Pefloxacin,1A2,inhibitor,human,SuperCYP,070458923
Pefloxacin,1A2,inhibitor,human,SuperCYP,070458923
Pentamidine isethionate,1A2,substrate,human,SuperCYP,000140647
Pentoxifylline,1A2,substrate,human,SuperCYP,006493056
Perazine,1A2,inhibitor,human,SuperCYP,000084979
Perazine,1A2,substrate,human,SuperCYP,000084979
Perazine,1A2,substrate,human,SuperCYP,000084979
Perphenazine,1A2,inhibitor,human,SuperCYP,000058399
Perphenazine,1A2,substrate,human,SuperCYP,000058399
Perphenazine,1A2,substrate,human,SuperCYP,000058399
Pethidine,1A2,inducer,rat,SuperCYP,000057421
Phenacetin,1A2,substrate,human,SuperCYP,000062442
Phenacetin,1A2,substrate,human,SuperCYP,000062442
Phenacetin,1A2,substrate,human,SuperCYP,000062442
Phenazone,1A2,substrate,human,SuperCYP,000060800
Phenazone,1A2,substrate,human,SuperCYP,000060800
Phenobarbital,1A2,inducer,human,SuperCYP,000050066
Phenobarbital,1A2,inducer,,SuperCYP,000050066
Phentermine,1A2,inhibitor,human,SuperCYP,000122098
Phenylephrine,1A2,inducer,human,SuperCYP,000059427
Phenylpropanolamine,1A2,inhibitor,human,SuperCYP,014838154
Pimozide,1A2,substrate,human,SuperCYP,002062784
Pimozide,1A2,substrate,human,SuperCYP,002062784
Pipamperone,1A2,inducer,human,SuperCYP,001893330
pirfenidone,1A2,substrate,,SuperCYP,cid40632
Prasterone,1A2,inhibitor,rat,SuperCYP,000053430
Praziquantel,1A2,substrate,human,SuperCYP,055268741
Prednisone,1A2,inducer,,SuperCYP,000053032
Primaquine,1A2,inducer,human,SuperCYP,000090346
Primaquine,1A2,inhibitor,human,SuperCYP,000090346
Primaquine,1A2,substrate,human,SuperCYP,000090346
Primaquine,1A2,inhibitor,human,SuperCYP,000090346
Primaquine,1A2,inducer,human,SuperCYP,000090346
Primidone,1A2,inducer,human,SuperCYP,000125337
Procarbazine,1A2,substrate,rat,SuperCYP,000671169
Progesterone,1A2,substrate,human,SuperCYP,000057830
Proguanil,1A2,substrate,human,SuperCYP,000500925
Proguanil,1A2,substrate,human,SuperCYP,000500925
Promazine,1A2,substrate,human,SuperCYP,000058402
Promazine,1A2,substrate,human,SuperCYP,000058402
Propafenone,1A2,inhibitor,human,SuperCYP,054063535
Propafenone,1A2,substrate,human,SuperCYP,054063535
Propafenone,1A2,substrate,human,SuperCYP,054063535
Propofol,1A2,substrate,human,SuperCYP,002078548
Propofol,1A2,inhibitor,human,SuperCYP,002078548
Propofol,1A2,substrate,human,SuperCYP,002078548
Propofol,1A2,inhibitor,human,SuperCYP,002078548
Propranolol,1A2,inhibitor,human,SuperCYP,000525666
Propranolol,1A2,substrate,human,SuperCYP,000525666
Pyrazinamide,1A2,substrate,human,SuperCYP,000098964
Quinidine,1A2,inhibitor,human,SuperCYP,000056542
Quinine,1A2,inducer,human,SuperCYP,000130950
Quinine,1A2,inhibitor,human,SuperCYP,000130950
Quinine,1A2,substrate,human,SuperCYP,000130950
Quinine,1A2,inhibitor,human,SuperCYP,000130950
Rabeprazole,1A2,inducer,human,SuperCYP,117976893
Rabeprazole,1A2,inducer,human,SuperCYP,117976893
Ranitidine,1A2,inhibitor,human,SuperCYP,066357355
Ranitidine,1A2,substrate,human,SuperCYP,066357355
Ranitidine,1A2,substrate,human,SuperCYP,066357355
Ranitidine,1A2,inhibitor,human,SuperCYP,066357355
Rasagiline,1A2,substrate,human,SuperCYP,136236516
Retinol (vit A),1A2,inhibitor,,SuperCYP,000068268
Retinol (vit A),1A2,substrate,human,SuperCYP,000068268
Rifabutin,1A2,substrate,human,SuperCYP,072559069
Rifampicin,1A2,substrate,,SuperCYP,013292461
Rifampicin,1A2,inducer,human,SuperCYP,013292461
Riluzole,1A2,substrate,human,SuperCYP,001744225
Riluzole,1A2,substrate,human,SuperCYP,001744225
Ritonavir,1A2,inhibitor,,SuperCYP,155213675
Ritonavir,1A2,inducer,human,SuperCYP,155213675
Ritonavir,1A2,substrate,human,SuperCYP,155213675
Rofecoxib,1A2,inhibitor,human,SuperCYP,162011907
Rofecoxib,1A2,substrate,human,SuperCYP,162011907
Rofecoxib,1A2,substrate,human,SuperCYP,162011907
Ropinirole,1A2,inhibitor,human,SuperCYP,091374219
Ropinirole,1A2,substrate,human,SuperCYP,091374219
Ropinirole,1A2,substrate,human,SuperCYP,091374219
Ropivacaine,1A2,substrate,human,SuperCYP,084057954
Ropivacaine,1A2,substrate,human,SuperCYP,084057954
Rosiglitazone,1A2,inhibitor,human,SuperCYP,122320734
Roxithromycin,1A2,inhibitor,human,SuperCYP,080214831
Salicylamide,1A2,inhibitor,human,SuperCYP,000065452
Secobarbital,1A2,inducer,mouse,SuperCYP,000076733
Selegiline,1A2,inhibitor,human,SuperCYP,014611519
Selegiline,1A2,substrate,human,SuperCYP,014611519
Selegiline,1A2,substrate,human,SuperCYP,014611519
Sertraline,1A2,substrate,human,SuperCYP,079617962
Sorbitol,1A2,inhibitor,human,SuperCYP,000050704
Streptozocin,1A2,inducer,,SuperCYP,018883664
Sulconazole,1A2,inhibitor,human,SuperCYP,061318909
Sulconazole,1A2,inhibitor,human,SuperCYP,061318909
Sulindac,1A2,inhibitor,human,SuperCYP,038194502
Sulpirid,1A2,inhibitor,rat,SuperCYP,015676161
Sulpiride,1A2,inhibitor,rat,SuperCYP,015676161
Tacrine,1A2,substrate,human,SuperCYP,000321642
Tacrine,1A2,substrate,human,SuperCYP,000321642
Tegafur,1A2,substrate,human,SuperCYP,017902237
Tegafur,1A2,substrate,human,SuperCYP,017902237
Tegaserod,1A2,inhibitor,human,SuperCYP,145158710
Tegaserod,1A2,inhibitor,human,SuperCYP,145158710
Telithromycin,1A2,substrate,human,SuperCYP,191114484
Temafloxacin,1A2,inhibitor,human,SuperCYP,108319068
Temafloxacin,1A2,substrate,human,SuperCYP,108319068
Tenofovir disoproxil,1A2,inhibitor,human,SuperCYP,201341051
Terbinafine,1A2,substrate,human,SuperCYP,091161716
Terbinafine,1A2,substrate,human,SuperCYP,091161716
Tetrabenazine,1A2,inducer,rat,SuperCYP,000058468
Theobromine,1A2,substrate,human,SuperCYP,000083670
Theophylline,1A2,inhibitor,human,SuperCYP,000058559
Theophylline,1A2,substrate,human,SuperCYP,000058559
Theophylline,1A2,substrate,human,SuperCYP,000058559
Thiamazole,1A2,inhibitor,human,SuperCYP,000060560
Thioridazine,1A2,substrate,human,SuperCYP,000050522
Thioridazine,1A2,inhibitor,human,SuperCYP,000050522
Tiabendazole,1A2,inhibitor,human,SuperCYP,000148798
Tiabendazole,1A2,substrate,human,SuperCYP,000148798
Tiabendazole,1A2,substrate,human,SuperCYP,000148798
Tibolone,1A2,inhibitor,human,SuperCYP,005630535
Ticlopidine,1A2,inhibitor,human,SuperCYP,055142853
Tioconazole,1A2,inhibitor,human,SuperCYP,065899732
Tioconazole,1A2,inhibitor,human,SuperCYP,065899732
Tiotixene,1A2,substrate,human,SuperCYP,003313266
Tizanidine,1A2,substrate,human,SuperCYP,051322759
Tizanidine,1A2,substrate,human,SuperCYP,051322759
Tocainide,1A2,inhibitor,human,SuperCYP,041708729
Tocainide,1A2,inhibitor,human,SuperCYP,041708729
Tolperisone,1A2,substrate,human,SuperCYP,000728881
Tolperisone,1A2,substrate,human,SuperCYP,000728881
Toremifene,1A2,substrate,human,SuperCYP,089778267
Tranylcypromine,1A2,inhibitor,human,SuperCYP,000155099
Treosulfan,1A2,inhibitor,human,SuperCYP,000299752
Triamterene,1A2,inhibitor,human,SuperCYP,000396010
Triamterene,1A2,substrate,human,SuperCYP,000396010
Triamterene,1A2,substrate,human,SuperCYP,000396010
Trichloroethylene,1A2,substrate,human,SuperCYP,000079016
Trifluoperazine,1A2,substrate,human,SuperCYP,000117895
Trospium,1A2,inhibitor,,SuperCYP,010405024
Tryptophan,1A2,inducer,hepa lclc7 cells,SuperCYP,000073223
Valproic acid,1A2,inhibitor,human,SuperCYP,000099661
Verapamil,1A2,substrate,human,SuperCYP,000052539
Verapamil,1A2,substrate,,SuperCYP,000052539
Vincamin,1A2,substrate,human,SuperCYP,001617909
Vincamine,1A2,substrate,human,SuperCYP,001617909
Warfarin,1A2,substrate,human,SuperCYP,000081812
Warfarin,1A2,substrate,,SuperCYP,000081812
Zafirlukast,1A2,inhibitor,human,SuperCYP,107753786
Zafirlukast,1A2,inhibitor,human,SuperCYP,107753786
Ziprasidone,1A2,substrate,human,SuperCYP,146939277
Zolmitriptan,1A2,substrate,human,SuperCYP,139264178
Zolmitriptan,1A2,substrate,,SuperCYP,139264178
Zolmitriptan,1A2,substrate,human,SuperCYP,139264178
Zolpidem,1A2,inhibitor,human,SuperCYP,082626480
Zolpidem,1A2,substrate,human,SuperCYP,082626480
Zolpidem,1A2,substrate,human,SuperCYP,082626480
Zotepine,1A2,substrate,human,SuperCYP,026615214
Zotepine,1A2,substrate,human,SuperCYP,026615214
Acriflavinium chloride,1B1,inducer,human,SuperCYP,000086408
Amodiaquine,1B1,substrate,human,SuperCYP,000086420
Arsenic trioxide,1B1,inhibitor,human,SuperCYP,001327533
Biotin,1B1,inducer,human,SuperCYP,000058855
Biotin,1B1,inducer,human,SuperCYP,000058855
Caffeine,1B1,substrate,human,SuperCYP,000058082
Clozapine,1B1,inducer,human,SuperCYP,005786210
Daunorubicin,1B1,inhibitor,human,SuperCYP,020830813
Dibutylphthalate,1B1,substrate,human,SuperCYP,000084742
Diosmectite,1B1,inhibitor,human,SuperCYP,000520343
Diosmectite,1B1,inhibitor,human,SuperCYP,000520343
Docetaxel,1B1,substrate,human,SuperCYP,114977285
Docetaxel,1B1,inducer,human,SuperCYP,114977285
Docetaxel,1B1,inhibitor,human,SuperCYP,114977285
Doxorubicin,1B1,inhibitor,human,SuperCYP,023214928
Doxycycline,1B1,inhibitor,mouse,SuperCYP,000564250
Erythromycin,1B1,substrate,,SuperCYP,000114078
Estradiol,1B1,substrate,human,SuperCYP,000050282
Estradiol,1B1,substrate,human,SuperCYP,000050282
Estrone,1B1,substrate,human,SuperCYP,000053167
Estrone,1B1,substrate,human,SuperCYP,000053167
Flutamide,1B1,substrate,human,SuperCYP,013311847
Flutamide,1B1,inhibitor,human,SuperCYP,013311847
Flutamide,1B1,substrate,human,SuperCYP,013311847
Hydrocortisone,1B1,inhibitor,rat,SuperCYP,000050237
Hydrogen peroxide,1B1,substrate,human,SuperCYP,007722841
Ketoconazole,1B1,inhibitor,human,SuperCYP,065277421
Lansoprazole,1B1,inducer,human,SuperCYP,103577453
Melatonin,1B1,substrate,human,SuperCYP,000073314
Metharbital,1B1,inducer,rat,SuperCYP,000050113
Mitobronitol,1B1,inducer,human,SuperCYP,000488415
Mitoxantrone,1B1,inhibitor,human,SuperCYP,065271809
Mitoxantrone,1B1,inhibitor,human,SuperCYP,065271809
Omeprazole,1B1,inducer,human,SuperCYP,073590586
Oxaliplatin,1B1,substrate,human,SuperCYP,061825943
Oxolamine,1B1,inducer,rat,SuperCYP,000959148
Paclitaxel,1B1,inhibitor,human,SuperCYP,033069624
Phenobarbital,1B1,inducer,human,SuperCYP,000050066
Primaquine,1B1,inducer,human,SuperCYP,000090346
Procarbazine,1B1,substrate,human,SuperCYP,000671169
Progesterone,1B1,substrate,human,SuperCYP,000057830
Retinol (vit A),1B1,substrate,human,SuperCYP,000068268
Retinol (vit A),1B1,substrate,human,SuperCYP,000068268
Rifampicin,1B1,inducer,,SuperCYP,013292461
Rosuvastatin,1B1,substrate,,SuperCYP,287714414
Salicylamide,1B1,inhibitor,human,SuperCYP,000065452
Tamoxifen,1B1,inhibitor,human,SuperCYP,010540291
Testosterone,1B1,substrate,human,SuperCYP,000057852
Theophylline,1B1,substrate,human,SuperCYP,000058559
Tryptophan,1B1,inducer,mouse,SuperCYP,000073223
Amfetamine,2A6,inhibitor,human,SuperCYP,000300629
Amlodipine,2A6,inhibitor,human,SuperCYP,088150429
Amobarbital,2A6,inducer,human,SuperCYP,000057432
Artemisinin,2A6,substrate,human,SuperCYP,063968649
Artemisinin,2A6,substrate,human,SuperCYP,063968649
Artesunate,2A6,substrate,human,SuperCYP,083507691
Azelastine,2A6,inhibitor,human,SuperCYP,058581898
Azithromycin,2A6,inhibitor,human,SuperCYP,083905015
Buprenorphine,2A6,inhibitor,human,SuperCYP,052485797
Bupropion,2A6,substrate,human,SuperCYP,034911552
Carbamazepine,2A6,inducer,human,SuperCYP,000298464
Chloroform,2A6,substrate,human,SuperCYP,000067663
Chloroxylenol,2A6,substrate,human,SuperCYP,000088040
Chlorzoxazone,2A6,substrate,human,SuperCYP,000095250
Chlorzoxazone,2A6,substrate,human,SuperCYP,000095250
Cinnarizin,2A6,substrate,human,SuperCYP,000298577
Cinnarizine,2A6,substrate,human,SuperCYP,000298577
Cisapride,2A6,substrate,human,SuperCYP,081098604
Cisapride,2A6,substrate,human,SuperCYP,081098604
Clofibrate,2A6,inhibitor,human,SuperCYP,000637070
Clofibrate,2A6,inhibitor,human,SuperCYP,000637070
Clomethiazole,2A6,substrate,human,SuperCYP,000533459
Clomifene,2A6,inhibitor,human,SuperCYP,000911455
Clotrimazole,2A6,inhibitor,human,SuperCYP,023593751
Clotrimazole,2A6,inhibitor,human,SuperCYP,023593751
Clotrimazole,2A6,inducer,hamster,SuperCYP,023593751
Clozapine,2A6,substrate,human,SuperCYP,005786210
Cocaine,2A6,inducer,human,SuperCYP,000050362
Cyclophosphamide,2A6,substrate,human,SuperCYP,000050180
Cyclophosphamide,2A6,substrate,human,SuperCYP,000050180
Desipramine,2A6,inhibitor,human,SuperCYP,000050475
Dexfenfluramine,2A6,inhibitor,human,SuperCYP,003239449
Diethyl ether,2A6,substrate,human,SuperCYP,000060297
Diethyltoluamide,2A6,substrate,human,SuperCYP,000134623
Diiodohydroxypropane,2A6,inhibitor,human,SuperCYP,000067630
Disulfiram,2A6,substrate,,SuperCYP,000097778
Disulfiram,2A6,inhibitor,,SuperCYP,000097778
Dronabinol,2A6,substrate,human,SuperCYP,001972083
Eletriptan,2A6,inducer,human,SuperCYP,143322581
Entacapone,2A6,inhibitor,,SuperCYP,116314671
Flunarizine,2A6,substrate,human,SuperCYP,052468607
Flunitrazepam,2A6,substrate,human,SuperCYP,001622624
Fluorouracil,2A6,substrate,human,SuperCYP,000051218
Fomepizole,2A6,inhibitor,human,SuperCYP,007554656
Formoterol,2A6,substrate,,SuperCYP,043229807
Halothane,2A6,substrate,human,SuperCYP,000151677
Halothane,2A6,substrate,,SuperCYP,000151677
Histamine,2A6,inhibitor,human,SuperCYP,000051456
Ifosfamide,2A6,substrate,human,SuperCYP,003778732
Ifosfamide,2A6,substrate,,SuperCYP,003778732
Indigo carmine,2A6,inhibitor,,SuperCYP,000860220
Isoniazid,2A6,inhibitor,human,SuperCYP,000054853
Isoniazid,2A6,inhibitor,human,SuperCYP,000054853
Isopropanol,2A6,inhibitor,human,SuperCYP,000067630
Ketoconazole,2A6,inhibitor,human,SuperCYP,065277421
Ketoconazole,2A6,inhibitor,human,SuperCYP,065277421
Letrozole,2A6,inhibitor,human,SuperCYP,112809515
Letrozole,2A6,substrate,human,SuperCYP,112809515
Levoverbenone,2A6,substrate,,SuperCYP,000080579
Lidocain,2A6,substrate,human,SuperCYP,000137586
Lidocain,2A6,substrate,human,SuperCYP,000137586
Lidocaine,2A6,substrate,human,SuperCYP,000137586
Lidocaine,2A6,substrate,human,SuperCYP,000137586
Medifoxamine,2A6,substrate,human,SuperCYP,032359345
Memantine,2A6,inhibitor,human,SuperCYP,019982082
Memantine,2A6,inhibitor,human,SuperCYP,019982082
Menadione,2A6,inhibitor,human,SuperCYP,000058275
Methoxsalen,2A6,inhibitor,human,SuperCYP,000298817
Methoxsalen,2A6,inhibitor,human,SuperCYP,000298817
Methoxsalen,2A6,substrate,human,SuperCYP,000298817
Methoxsalen,2A6,substrate,human,SuperCYP,000298817
Methoxyflurane,2A6,substrate,human,SuperCYP,000076380
Metyrapone,2A6,inhibitor,human,SuperCYP,000054364
Metyrapone,2A6,inhibitor,human,SuperCYP,000054364
Miconazole,2A6,inhibitor,human,SuperCYP,022916478
Nicotine,2A6,substrate,human,SuperCYP,000054115
Nicotine,2A6,substrate,human,SuperCYP,000054115
Nicotine,2A6,substrate,human,SuperCYP,000054115
Nicotine,2A6,inhibitor,human,SuperCYP,000054115
Nicotinyl alcohol (pyridylcarbinol),2A6,substrate,,SuperCYP,000100550
Nicotinylalkohol(Pyridylcarbinol),2A6,substrate,,SuperCYP,000100550
Nilvadipine,2A6,inhibitor,human,SuperCYP,075530686
Norfloxacin,2A6,inhibitor,human,SuperCYP,070458967
Orphenadrine (chloride),2A6,inhibitor,human,SuperCYP,000083987
Orphenadrine (chloride),2A6,inhibitor,human,SuperCYP,000083987
Orphenadrine (citrate),2A6,inhibitor,human,SuperCYP,000083987
Orphenadrine (citrate),2A6,inhibitor,human,SuperCYP,000083987
Paracetamol,2A6,substrate,human,SuperCYP,000103902
Paracetamol,2A6,substrate,human,SuperCYP,000103902
Perazine,2A6,substrate,human,SuperCYP,000084979
Phenacetin,2A6,substrate,human,SuperCYP,000062442
Phenazone,2A6,substrate,human,SuperCYP,000060800
Phenobarbital,2A6,inducer,human,SuperCYP,000050066
Phenobarbital,2A6,inhibitor,human,SuperCYP,000050066
Phenobarbital,2A6,inducer,human,SuperCYP,000050066
Pilocarpin,2A6,inhibitor,human,SuperCYP,000092137
Pilocarpin,2A6,substrate,human,SuperCYP,000092137
Pilocarpine,2A6,inhibitor,human,SuperCYP,000092137
Pilocarpine,2A6,substrate,human,SuperCYP,000092137
Prednisolon,2A6,inhibitor,human,SuperCYP,000050248
Prednisolone,2A6,inhibitor,human,SuperCYP,000050248
Progesterone,2A6,substrate,human,SuperCYP,000057830
Progesterone,2A6,substrate,human,SuperCYP,000057830
Propofol,2A6,substrate,human,SuperCYP,002078548
Propofol,2A6,substrate,human,SuperCYP,002078548
Rifampicin,2A6,inducer,human,SuperCYP,013292461
Rifampicin,2A6,inhibitor,human,SuperCYP,013292461
Rifampicin,2A6,inducer,human,SuperCYP,013292461
Rifampicin,2A6,substrate,human,SuperCYP,013292461
Rosiglitazone,2A6,inhibitor,human,SuperCYP,122320734
Roxatidine,2A6,substrate,human,SuperCYP,078273800
Selegiline,2A6,substrate,human,SuperCYP,014611519
Seratrodast,2A6,inhibitor,human,SuperCYP,112665437
Sevoflurane,2A6,substrate,human,SuperCYP,028523866
Sevoflurane,2A6,substrate,human,SuperCYP,028523866
Sulconazole,2A6,inhibitor,human,SuperCYP,061318909
Sulfafenazol,2A6,inhibitor,human,SuperCYP,000526089
Sulfaphenazole,2A6,inhibitor,human,SuperCYP,000526089
Tamoxifen,2A6,substrate,human,SuperCYP,010540291
Tamoxifen,2A6,substrate,human,SuperCYP,010540291
Tegafur,2A6,substrate,human,SuperCYP,017902237
Tegafur,2A6,substrate,human,SuperCYP,017902237
Thalidomide,2A6,substrate,human,SuperCYP,000050351
Thiamazole,2A6,inhibitor,human,SuperCYP,000060560
Tranylcypromine,2A6,inhibitor,human,SuperCYP,000155099
Tranylcypromine,2A6,inhibitor,human,SuperCYP,000155099
Tretinoin,2A6,substrate,,SuperCYP,000302794
Troleandomycin,2A6,inhibitor,human,SuperCYP,002751099
Trospium,2A6,inhibitor,,SuperCYP,010405024
Valproic acid,2A6,substrate,human,SuperCYP,000099661
Valproic acid,2A6,substrate,human,SuperCYP,000099661
Zidovudine,2A6,substrate,human,SuperCYP,030516871
Zidovudine,2A6,substrate,human,SuperCYP,030516871
Cocaine,2A13,inducer,human,SuperCYP,000050362
Methoxsalen,2A13,inhibitor,human,SuperCYP,000298817
Methoxsalen,2A13,inhibitor,human,SuperCYP,000298817
Nicotine,2A13,substrate,human,SuperCYP,000054115
Nicotine,2A13,substrate,human,SuperCYP,000054115
Phenacetin,2A13,substrate,human,SuperCYP,000062442
Rifampicin,2A13,inducer,,SuperCYP,013292461
Testosterone,2A13,substrate,human,SuperCYP,000057852
Testosterone,2A13,substrate,human,SuperCYP,000057852
2-(4-chlorphenoxy)-ethanol,2B6,inhibitor,human,SuperCYP,000064175
Amitriptyline,2B6,substrate,human,SuperCYP,000050486
Amlodipine,2B6,inhibitor,human,SuperCYP,088150429
Amlodipine,2B6,inhibitor,human,SuperCYP,088150429
Amprenavir,2B6,inhibitor,human,SuperCYP,161814499
Aprobarbital,2B6,inducer,rat,SuperCYP,000077021
Artemisinin,2B6,inducer,human,SuperCYP,063968649
Artemisinin,2B6,substrate,human,SuperCYP,063968649
Artemisinin,2B6,substrate,human,SuperCYP,063968649
Azelastine,2B6,inhibitor,human,SuperCYP,058581898
Barnidipine,2B6,inhibitor,human,SuperCYP,104713759
Barnidipine,2B6,inhibitor,human,SuperCYP,104713759
Brompheniramine,2B6,substrate,human,SuperCYP,000086226
Bupropion,2B6,substrate,human,SuperCYP,034911552
Bupropion,2B6,substrate,,SuperCYP,034911552
Bupropion,2B6,inhibitor,human,SuperCYP,034911552
Capsaicin,2B6,substrate,human,SuperCYP,000404864
Capsaicin,2B6,substrate,human,SuperCYP,000404864
Carbamazepine,2B6,substrate,human,SuperCYP,000298464
Carbamazepine,2B6,inducer,human,SuperCYP,000298464
Carbinoxamine,2B6,substrate,human,SuperCYP,000486168
Chlorpromazine,2B6,inducer,,SuperCYP,000050533
Cinnarizin,2B6,substrate,human,SuperCYP,000298577
Cinnarizin,2B6,substrate,human,SuperCYP,000298577
Cinnarizine,2B6,substrate,human,SuperCYP,000298577
Cinnarizine,2B6,substrate,human,SuperCYP,000298577
Cisapride,2B6,substrate,human,SuperCYP,081098604
Cisapride,2B6,substrate,human,SuperCYP,081098604
Cisplatin,2B6,inhibitor,human,SuperCYP,015663271
Citalopram,2B6,inhibitor,human,SuperCYP,059729338
Clobazam,2B6,substrate,human,SuperCYP,022316478
Clofibrate,2B6,inducer,human,SuperCYP,000637070
Clofibrate,2B6,inducer,human,SuperCYP,000637070
Clomethiazole,2B6,substrate,human,SuperCYP,000533459
Clonazepam,2B6,inhibitor,rat,SuperCYP,001622613
Clonazepam,2B6,inducer,rat,SuperCYP,001622613
Clopidogrel,2B6,inhibitor,human,SuperCYP,113665842
Clopidogrel,2B6,substrate,human,SuperCYP,113665842
Clotiazepam,2B6,substrate,human,SuperCYP,033671464
Clotrimazole,2B6,inducer,human,SuperCYP,023593751
Clotrimazole,2B6,inhibitor,human,SuperCYP,023593751
Colchicine,2B6,inhibitor,human,SuperCYP,000064868
Colecalciferol,2B6,inhibitor,human,SuperCYP,000067970
Cyclophosphamide,2B6,inducer,human,SuperCYP,000050180
Cyclophosphamide,2B6,substrate,human,SuperCYP,000050180
Cyclophosphamide,2B6,inducer,human,SuperCYP,000050180
