Name,Name,Actions,Species,Database,DrugBank ID
Felbamate,2C19,inhibitor,Not Specified,DrugBank,DB00949
Isoniazid,2C19,inhibitor,Not Specified,DrugBank,DB00951
Telmisartan,2C19,inhibitor,Not Specified,DrugBank,DB00966
Desloratadine,2C19,inhibitor,Not Specified,DrugBank,DB00967
Azelastine,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB00972
Ramelteon,2C19,substrate,Not Specified,DrugBank,DB00980
Formoterol,2C19,substrate,Not Specified,DrugBank,DB00983
Dopamine,2C19,substrate,Not Specified,DrugBank,DB00988
Tioconazole,2C19,inhibitor,Not Specified,DrugBank,DB01007
Glyburide,2C19,substrate,Not Specified,DrugBank,DB01016
Guanfacine,2C19,substrate,Not Specified,DrugBank,DB01018
Ketoconazole,2C19,inhibitor,Not Specified,DrugBank,DB01026
Probenecid,2C19,inhibitor,Not Specified,DrugBank,DB01032
Tolterodine,2C19,substrate,Not Specified,DrugBank,DB01036
Selegiline,2C19,substrate,Not Specified,DrugBank,DB01037
Thalidomide,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB01041
Memantine,2C19,inhibitor,Not Specified,DrugBank,DB01043
Rifampicin,2C19,inducer,Not Specified,DrugBank,DB01045
Ibuprofen,2C19,substrate,Not Specified,DrugBank,DB01050
Praziquantel,2C19,substrate,Not Specified,DrugBank,DB01058
Amoxicillin,2C19,substrate,Not Specified,DrugBank,DB01060
Melatonin,2C19,substrate,Not Specified,DrugBank,DB01065
Diphenhydramine,2C19,substrate,Not Specified,DrugBank,DB01075
Atorvastatin,2C19,inhibitor,Not Specified,DrugBank,DB01076
Dimethyl sulfoxide,2C19,inhibitor,Not Specified,DrugBank,DB01093
Fluvastatin,2C19,inhibitor,Not Specified,DrugBank,DB01095
Rosuvastatin,2C19,substrate,Not Specified,DrugBank,DB01098
Pimozide,2C19,inhibitor,Not Specified,DrugBank,DB01100
Sertraline,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB01104
Miconazole,2C19,inhibitor,Not Specified,DrugBank,DB01110
Amiodarone,2C19,substrate,Not Specified,DrugBank,DB01118
Gliclazide,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB01120
Tolbutamide,2C19,substrate,Not Specified,DrugBank,DB01124
Bicalutamide,2C19,inhibitor,Not Specified,DrugBank,DB01128
Rabeprazole,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB01129
Proguanil,2C19,substrate,Not Specified,DrugBank,DB01131
Pioglitazone,2C19,inhibitor,Not Specified,DrugBank,DB01132
Doxepin,2C19,substrate,Not Specified,DrugBank,DB01142
Desipramine,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB01151
Cilostazol,2C19,substrate,Not Specified,DrugBank,DB01166
Moclobemide,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB01171
Phenobarbital,2C19,"substrate, inducer",Not Specified,DrugBank,DB01174
Escitalopram,2C19,substrate,Not Specified,DrugBank,DB01175
Podofilox,2C19,substrate,Not Specified,DrugBank,DB01179
Ifosfamide,2C19,substrate,Not Specified,DrugBank,DB01181
Dexfenfluramine,2C19,inhibitor,Not Specified,DrugBank,DB01191
Clarithromycin,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB01211
Quetiapine,2C19,substrate,Not Specified,DrugBank,DB01224
Saquinavir,2C19,inhibitor,Not Specified,DrugBank,DB01232
Dexamethasone,2C19,inducer,Not Specified,DrugBank,DB01234
Gemfibrozil,2C19,inhibitor,Not Specified,DrugBank,DB01241
Clomipramine,2C19,substrate,Not Specified,DrugBank,DB01242
Lapatinib,2C19,substrate,Not Specified,DrugBank,DB01259
Arformoterol,2C19,substrate,Not Specified,DrugBank,DB01274
Lumiracoxib,2C19,substrate,Not Specified,DrugBank,DB01283
Glucosamine,2C19,substrate,Not Specified,DrugBank,DB01296
Fosphenytoin,2C19,"substrate, inducer",Not Specified,DrugBank,DB01320
Hexobarbital,2C19,substrate,Not Specified,DrugBank,DB01355
Troleandomycin,2C19,inhibitor,Not Specified,DrugBank,DB01361
Acenocoumarol,2C19,substrate,Not Specified,DrugBank,DB01418
Aminophenazone,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB01424
Antipyrine,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB01435
Flunitrazepam,2C19,substrate,Not Specified,DrugBank,DB01544
Bromazepam,2C19,substrate,Not Specified,DrugBank,DB01558
Clotiazepam,2C19,substrate,Not Specified,DrugBank,DB01559
Quazepam,2C19,substrate,Not Specified,DrugBank,DB01589
Lopinavir,2C19,"inhibitor, inducer",Not Specified,DrugBank,DB01601
Pipotiazine,2C19,substrate,Not Specified,DrugBank,DB01621
Etoricoxib,2C19,inhibitor,Not Specified,DrugBank,DB01628
Phenacetin,2C19,substrate,Not Specified,DrugBank,DB03783
Bifonazole,2C19,inhibitor,Not Specified,DrugBank,DB04794
Lorcaserin,2C19,substrate,Not Specified,DrugBank,DB04871
Clevidipine,2C19,inhibitor,Not Specified,DrugBank,DB04920
Ospemifene,2C19,substrate,Not Specified,DrugBank,DB04938
Trabectedin,2C19,substrate,Not Specified,DrugBank,DB05109
Methsuximide,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB05246
Tapentadol,2C19,substrate,Not Specified,DrugBank,DB06204
Prasugrel,2C19,substrate,Not Specified,DrugBank,DB06209
Sitaxentan,2C19,inhibitor,Not Specified,DrugBank,DB06268
Armodafinil,2C19,inhibitor,Not Specified,DrugBank,DB06413
Etravirine,2C19,"substrate, inhibitor",Not Specified,DrugBank,DB06414
Apixaban,2C19,substrate,Not Specified,DrugBank,DB06605
Axitinib,2C19,substrate,Not Specified,DrugBank,DB06626
Artemether,2C19,"substrate, inducer",Not Specified,DrugBank,DB06697
Nilvadipine,2C19,inhibitor,Not Specified,DrugBank,DB06712
Ketobemidone,2C19,substrate,Not Specified,DrugBank,DB06738
Vismodegib,2C19,inhibitor,Not Specified,DrugBank,DB08828
Rilpivirine,2C19,inhibitor,Not Specified,DrugBank,DB08864
Tofacitinib,2C19,substrate,Not Specified,DrugBank,DB08895
Regorafenib,2C19,inhibitor,Not Specified,DrugBank,DB08896
Enzalutamide,2C19,inducer,Not Specified,DrugBank,DB08899
Levomilnacipran,2C19,substrate,Not Specified,DrugBank,DB08918
MACITENTAN,2C19,substrate,Not Specified,DrugBank,DB08932
Luliconazole,2C19,inhibitor,Not Specified,DrugBank,DB08933
Naloxegol,2C19,inhibitor,Not Specified,DrugBank,DB09049
Idelalisib,2C19,inhibitor,Not Specified,DrugBank,DB09054
Lumacaftor,2C19,inducer,Not Specified,DrugBank,DB09280
Human Serum Albumin,2C9,inhibitor,Not Specified,DrugBank,DB00062
Cyclosporine,2C9,inhibitor,Not Specified,DrugBank,DB00091
Cholecalciferol,2C9,inhibitor,Not Specified,DrugBank,DB00169
Pravastatin,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00175
Fluvoxamine,2C9,inhibitor,Not Specified,DrugBank,DB00176
Valsartan,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00177
Nicotine,2C9,substrate,Not Specified,DrugBank,DB00184
Bortezomib,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00188
Phentermine,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB00191
Fluconazole,2C9,inhibitor,Not Specified,DrugBank,DB00196
Troglitazone,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00197
Caffeine,2C9,substrate,Not Specified,DrugBank,DB00201
Sildenafil,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00203
Pyrimethamine,2C9,inhibitor,Not Specified,DrugBank,DB00205
Ticlopidine,2C9,inhibitor,Not Specified,DrugBank,DB00208
Pantoprazole,2C9,inhibitor,Not Specified,DrugBank,DB00213
Torasemide,2C9,substrate,Not Specified,DrugBank,DB00214
Eletriptan,2C9,substrate,Not Specified,DrugBank,DB00216
Nelfinavir,2C9,inhibitor,Not Specified,DrugBank,DB00220
Glimepiride,2C9,substrate,Not Specified,DrugBank,DB00222
Indinavir,2C9,inhibitor,Not Specified,DrugBank,DB00224
Lovastatin,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB00227
Temazepam,2C9,substrate,Not Specified,DrugBank,DB00231
Nevirapine,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00238
Dapsone,2C9,"substrate, inducer",Not Specified,DrugBank,DB00250
Phenytoin,2C9,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00252
Diethylstilbestrol,2C9,inhibitor,Not Specified,DrugBank,DB00255
Clotrimazole,2C9,inhibitor,Not Specified,DrugBank,DB00257
Sulfanilamide,2C9,inhibitor,Not Specified,DrugBank,DB00259
Sulfisoxazole,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00263
Dicoumarol,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00266
Theophylline,2C9,substrate,Not Specified,DrugBank,DB00277
Lidocaine,2C9,substrate,Not Specified,DrugBank,DB00281
Venlafaxine,2C9,substrate,Not Specified,DrugBank,DB00285
Bexarotene,2C9,substrate,Not Specified,DrugBank,DB00307
Valproic Acid,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00313
Acetaminophen,2C9,substrate,Not Specified,DrugBank,DB00316
Gefitinib,2C9,inhibitor,Not Specified,DrugBank,DB00317
Amitriptyline,2C9,substrate,Not Specified,DrugBank,DB00321
Tolcapone,2C9,inhibitor,Not Specified,DrugBank,DB00323
Hydromorphone,2C9,substrate,Not Specified,DrugBank,DB00327
Indomethacin,2C9,substrate,Not Specified,DrugBank,DB00328
Methadone,2C9,substrate,Not Specified,DrugBank,DB00333
Olanzapine,2C9,inhibitor,Not Specified,DrugBank,DB00334
Omeprazole,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00338
Terfenadine,2C9,substrate,Not Specified,DrugBank,DB00342
Diltiazem,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00343
Trimethadione,2C9,substrate,Not Specified,DrugBank,DB00347
Sulfadiazine,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00359
Clozapine,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00363
Mirtazapine,2C9,substrate,Not Specified,DrugBank,DB00370
Treprostinil,2C9,substrate,Not Specified,DrugBank,DB00374
Amlodipine,2C9,inhibitor,Not Specified,DrugBank,DB00381
Progesterone,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00396
Sorafenib,2C9,inhibitor,Not Specified,DrugBank,DB00398
Eszopiclone,2C9,substrate,Not Specified,DrugBank,DB00402
Alprazolam,2C9,substrate,Not Specified,DrugBank,DB00404
Rosiglitazone,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00412
Secobarbital,2C9,inducer,Not Specified,DrugBank,DB00418
Promazine,2C9,substrate,Not Specified,DrugBank,DB00420
Zolpidem,2C9,substrate,Not Specified,DrugBank,DB00425
Cerivastatin,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB00439
Trimethoprim,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00440
Teniposide,2C9,inhibitor,Not Specified,DrugBank,DB00444
Chloramphenicol,2C9,inhibitor,Not Specified,DrugBank,DB00446
Lansoprazole,2C9,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00448
Loratadine,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00455
Quinine,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00468
Tenoxicam,2C9,substrate,Not Specified,DrugBank,DB00469
Dronabinol,2C9,substrate,Not Specified,DrugBank,DB00470
Montelukast,2C9,substrate,Not Specified,DrugBank,DB00471
Fluoxetine,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00472
Celecoxib,2C9,substrate,Not Specified,DrugBank,DB00482
Zidovudine,2C9,substrate,Not Specified,DrugBank,DB00495
Cimetidine,2C9,inhibitor,Not Specified,DrugBank,DB00501
Haloperidol,2C9,substrate,Not Specified,DrugBank,DB00502
Ritonavir,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB00503
Dextromethorphan,2C9,substrate,Not Specified,DrugBank,DB00514
Cisplatin,2C9,inhibitor,Not Specified,DrugBank,DB00515
Cyclophosphamide,2C9,"substrate, inducer",Not Specified,DrugBank,DB00531
Mephenytoin,2C9,substrate,Not Specified,DrugBank,DB00532
Rofecoxib,2C9,substrate,Not Specified,DrugBank,DB00533
Nortriptyline,2C9,substrate,Not Specified,DrugBank,DB00540
Fluorouracil,2C9,inhibitor,Not Specified,DrugBank,DB00544
Zafirlukast,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00549
Piroxicam,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00554
Bosentan,2C9,"substrate, inducer",Not Specified,DrugBank,DB00559
Carbamazepine,2C9,inducer,Not Specified,DrugBank,DB00564
Cinnarizine,2C9,substrate,Not Specified,DrugBank,DB00568
Sulfamethizole,2C9,inhibitor,Not Specified,DrugBank,DB00576
Valdecoxib,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00580
Voriconazole,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00582
Diclofenac,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00586
Medroxyprogesterone Acetate,2C9,inhibitor,Not Specified,DrugBank,DB00603
Cisapride,2C9,substrate,Not Specified,DrugBank,DB00604
Amodiaquine,2C9,inhibitor,Not Specified,DrugBank,DB00613
Paramethadione,2C9,substrate,Not Specified,DrugBank,DB00617
Imatinib,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00619
Nicardipine,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB00622
Testosterone,2C9,substrate,Not Specified,DrugBank,DB00624
Efavirenz,2C9,inhibitor,Not Specified,DrugBank,DB00625
Simvastatin,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB00641
Dextropropoxyphene,2C9,inhibitor,Not Specified,DrugBank,DB00647
Estrone,2C9,substrate,Not Specified,DrugBank,DB00655
Verapamil,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00661
Nilutamide,2C9,inhibitor,Not Specified,DrugBank,DB00665
Histamine Phosphate,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00667
Epinephrine,2C9,inhibitor,Not Specified,DrugBank,DB00668
Chlorpropamide,2C9,substrate,Not Specified,DrugBank,DB00672
Aprepitant,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB00673
Tamoxifen,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00675
Losartan,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00678
Thioridazine,2C9,inhibitor,Not Specified,DrugBank,DB00679
Warfarin,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00682
Amprenavir,2C9,substrate,Not Specified,DrugBank,DB00701
Methazolamide,2C9,inhibitor,Not Specified,DrugBank,DB00703
Delavirdine,2C9,inhibitor,Not Specified,DrugBank,DB00705
Flurbiprofen,2C9,substrate,Not Specified,DrugBank,DB00712
Paroxetine,2C9,inhibitor,Not Specified,DrugBank,DB00715
Trimipramine,2C9,substrate,Not Specified,DrugBank,DB00726
Nateglinide,2C9,substrate,Not Specified,DrugBank,DB00731
Zileuton,2C9,substrate,Not Specified,DrugBank,DB00744
Modafinil,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB00745
Carbinoxamine,2C9,substrate,Not Specified,DrugBank,DB00748
Etodolac,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00749
Tranylcypromine,2C9,inhibitor,Not Specified,DrugBank,DB00752
Tretinoin,2C9,substrate,Not Specified,DrugBank,DB00755
Dolasetron,2C9,substrate,Not Specified,DrugBank,DB00757
Clopidogrel,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00758
Methimazole,2C9,inhibitor,Not Specified,DrugBank,DB00763
Estradiol,2C9,substrate,Not Specified,DrugBank,DB00783
Mefenamic acid,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00784
Naproxen,2C9,substrate,Not Specified,DrugBank,DB00788
Primidone,2C9,inducer,Not Specified,DrugBank,DB00794
Candesartan,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00796
Phenylbutazone,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00812
Meloxicam,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00814
Propofol,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00818
Disulfiram,2C9,inhibitor,Not Specified,DrugBank,DB00822
Diazepam,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00829
Brompheniramine,2C9,substrate,Not Specified,DrugBank,DB00835
Donepezil,2C9,substrate,Not Specified,DrugBank,DB00843
Perphenazine,2C9,substrate,Not Specified,DrugBank,DB00850
Terbinafine,2C9,substrate,Not Specified,DrugBank,DB00857
Dorzolamide,2C9,substrate,Not Specified,DrugBank,DB00869
Suprofen,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00870
Eprosartan,2C9,inhibitor,Not Specified,DrugBank,DB00876
Sulfapyridine,2C9,inhibitor,Not Specified,DrugBank,DB00891
Triazolam,2C9,inhibitor,Not Specified,DrugBank,DB00897
Ethanol,2C9,inhibitor,Not Specified,DrugBank,DB00898
Ondansetron,2C9,substrate,Not Specified,DrugBank,DB00904
Cocaine,2C9,inhibitor,Not Specified,DrugBank,DB00907
Quinidine,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00908
Metronidazole,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00916
Buprenorphine,2C9,substrate,Not Specified,DrugBank,DB00921
Salicylic acid,2C9,substrate,Not Specified,DrugBank,DB00936
Zalcitabine,2C9,substrate,Not Specified,DrugBank,DB00943
Acetylsalicylic acid,2C9,substrate,Not Specified,DrugBank,DB00945
Phenprocoumon,2C9,substrate,Not Specified,DrugBank,DB00946
Isoniazid,2C9,inhibitor,Not Specified,DrugBank,DB00951
Desloratadine,2C9,inhibitor,Not Specified,DrugBank,DB00967
Alosetron,2C9,substrate,Not Specified,DrugBank,DB00969
Azelastine,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB00972
Formoterol,2C9,substrate,Not Specified,DrugBank,DB00983
Dopamine,2C9,substrate,Not Specified,DrugBank,DB00988
Oxaprozin,2C9,substrate,Not Specified,DrugBank,DB00991
Tioconazole,2C9,inhibitor,Not Specified,DrugBank,DB01007
Ketoprofen,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01009
Sulfamethoxazole,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01015
Glyburide,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01016
Guanfacine,2C9,substrate,Not Specified,DrugBank,DB01018
Felodipine,2C9,inhibitor,Not Specified,DrugBank,DB01023
Ketoconazole,2C9,inhibitor,Not Specified,DrugBank,DB01026
Methoxyflurane,2C9,substrate,Not Specified,DrugBank,DB01028
Irbesartan,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01029
Probenecid,2C9,inhibitor,Not Specified,DrugBank,DB01032
Tolterodine,2C9,substrate,Not Specified,DrugBank,DB01036
Selegiline,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01037
Fenofibrate,2C9,inhibitor,Not Specified,DrugBank,DB01039
Thalidomide,2C9,substrate,Not Specified,DrugBank,DB01041
Rifampicin,2C9,"substrate, inducer",Not Specified,DrugBank,DB01045
Ibuprofen,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01050
Melatonin,2C9,substrate,Not Specified,DrugBank,DB01065
Glipizide,2C9,substrate,Not Specified,DrugBank,DB01067
Promethazine,2C9,inhibitor,Not Specified,DrugBank,DB01069
Atazanavir,2C9,substrate,Not Specified,DrugBank,DB01072
Diphenhydramine,2C9,substrate,Not Specified,DrugBank,DB01075
Atorvastatin,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB01076
Tegaserod,2C9,inhibitor,Not Specified,DrugBank,DB01079
Fluvastatin,2C9,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB01095
Leflunomide,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01097
Rosuvastatin,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01098
Capecitabine,2C9,inhibitor,Not Specified,DrugBank,DB01101
Sertraline,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01104
Miconazole,2C9,inhibitor,Not Specified,DrugBank,DB01110
Nifedipine,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB01115
Atovaquone,2C9,inhibitor,Not Specified,DrugBank,DB01117
Amiodarone,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01118
Gliclazide,2C9,substrate,Not Specified,DrugBank,DB01120
Tolbutamide,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01124
Bicalutamide,2C9,inhibitor,Not Specified,DrugBank,DB01128
Rabeprazole,2C9,inhibitor,Not Specified,DrugBank,DB01129
Proguanil,2C9,substrate,Not Specified,DrugBank,DB01131
Pioglitazone,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01132
Carvedilol,2C9,substrate,Not Specified,DrugBank,DB01136
Sulfinpyrazone,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01138
Doxepin,2C9,substrate,Not Specified,DrugBank,DB01142
Diclofenamide,2C9,inducer,Not Specified,DrugBank,DB01144
Thiamylal,2C9,substrate,Not Specified,DrugBank,DB01154
Bupropion,2C9,substrate,Not Specified,DrugBank,DB01156
Halothane,2C9,substrate,Not Specified,DrugBank,DB01159
Moclobemide,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01171
Phenobarbital,2C9,"substrate, inducer",Not Specified,DrugBank,DB01174
Cyclizine,2C9,inhibitor,Not Specified,DrugBank,DB01176
Idarubicin,2C9,substrate,Not Specified,DrugBank,DB01177
Ifosfamide,2C9,"substrate, inducer",Not Specified,DrugBank,DB01181
Propafenone,2C9,inhibitor,Not Specified,DrugBank,DB01182
Dexfenfluramine,2C9,inhibitor,Not Specified,DrugBank,DB01191
Flecainide,2C9,inhibitor,Not Specified,DrugBank,DB01195
Zopiclone,2C9,substrate,Not Specified,DrugBank,DB01198
Rifapentine,2C9,inducer,Not Specified,DrugBank,DB01201
Anastrozole,2C9,inhibitor,Not Specified,DrugBank,DB01217
Ketamine,2C9,substrate,Not Specified,DrugBank,DB01221
Paclitaxel,2C9,substrate,Not Specified,DrugBank,DB01229
Saquinavir,2C9,inhibitor,Not Specified,DrugBank,DB01232
Dexamethasone,2C9,inducer,Not Specified,DrugBank,DB01234
Epoprostenol,2C9,substrate,Not Specified,DrugBank,DB01240
Gemfibrozil,2C9,inhibitor,Not Specified,DrugBank,DB01241
Arformoterol,2C9,substrate,Not Specified,DrugBank,DB01274
Lumiracoxib,2C9,substrate,Not Specified,DrugBank,DB01283
Fosphenytoin,2C9,"substrate, inducer",Not Specified,DrugBank,DB01320
Hexobarbital,2C9,substrate,Not Specified,DrugBank,DB01355
Mestranol,2C9,substrate,Not Specified,DrugBank,DB01357
Ginkgo biloba,2C9,inhibitor,Not Specified,DrugBank,DB01381
Colchicine,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB01394
Pranlukast,2C9,inhibitor,Not Specified,DrugBank,DB01411
Acenocoumarol,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01418
Aminophenazone,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01424
Antipyrine,2C9,substrate,Not Specified,DrugBank,DB01435
Flunitrazepam,2C9,substrate,Not Specified,DrugBank,DB01544
Quazepam,2C9,substrate,Not Specified,DrugBank,DB01589
Lopinavir,2C9,inhibitor,Not Specified,DrugBank,DB01601
Etoricoxib,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB01628
Rutin,2C9,inhibitor,Not Specified,DrugBank,DB01698
Phenacetin,2C9,substrate,Not Specified,DrugBank,DB03783
Arachidonic Acid,2C9,substrate,Not Specified,DrugBank,DB04557
Estropipate,2C9,inducer,Not Specified,DrugBank,DB04574
Licofelone,2C9,substrate,Not Specified,DrugBank,DB04725
Flunarizine,2C9,substrate,Not Specified,DrugBank,DB04841
Nilotinib,2C9,inhibitor,Not Specified,DrugBank,DB04868
Ximelagatran,2C9,substrate,Not Specified,DrugBank,DB04898
Clevidipine,2C9,inhibitor,Not Specified,DrugBank,DB04920
Ospemifene,2C9,substrate,Not Specified,DrugBank,DB04938
Trabectedin,2C9,substrate,Not Specified,DrugBank,DB05109
Sulfadimethoxine,2C9,inhibitor,Not Specified,DrugBank,DB06150
Tapentadol,2C9,substrate,Not Specified,DrugBank,DB06204
Prasugrel,2C9,substrate,Not Specified,DrugBank,DB06209
Sitaxentan,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB06268
Dapagliflozin,2C9,substrate,Not Specified,DrugBank,DB06292
Armodafinil,2C9,inhibitor,Not Specified,DrugBank,DB06413
Etravirine,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB06414
Agomelatine,2C9,inhibitor,Not Specified,DrugBank,DB06594
Apixaban,2C9,substrate,Not Specified,DrugBank,DB06605
Artemether,2C9,substrate,Not Specified,DrugBank,DB06697
Nilvadipine,2C9,inhibitor,Not Specified,DrugBank,DB06712
Lornoxicam,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB06725
Sulfaphenazole,2C9,inhibitor,Not Specified,DrugBank,DB06729
Ketobemidone,2C9,substrate,Not Specified,DrugBank,DB06738
Gavestinel,2C9,substrate,Not Specified,DrugBank,DB06741
Niclosamide,2C9,substrate,Not Specified,DrugBank,DB06803
Sulconazole,2C9,inhibitor,Not Specified,DrugBank,DB06820
Parecoxib,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB08439
Sulfamoxole,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB08798
Vismodegib,2C9,"substrate, inhibitor",Not Specified,DrugBank,DB08828
Pitavastatin,2C9,substrate,Not Specified,DrugBank,DB08860
Cabozantinib,2C9,substrate,Not Specified,DrugBank,DB08875
Regorafenib,2C9,inhibitor,Not Specified,DrugBank,DB08896
Enzalutamide,2C9,inducer,Not Specified,DrugBank,DB08899
Netupitant,2C9,substrate,Not Specified,DrugBank,DB09048
Olodaterol,2C9,substrate,Not Specified,DrugBank,DB09080
Lumacaftor,2C9,"inhibitor, inducer",Not Specified,DrugBank,DB09280
Vitamin A,26A1,inducer,Not Specified,DrugBank,DB00162
Acitretin,26A1,substrate,Not Specified,DrugBank,DB00459
Etretinate,26A1,substrate,Not Specified,DrugBank,DB00926
Ketoconazole,26A1,inhibitor,Not Specified,DrugBank,DB01026
Aldesleukin,3A4,inhibitor,Not Specified,DrugBank,DB00041
Pegvisomant,3A4,inducer,Not Specified,DrugBank,DB00082
Cyclosporine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00091
Calcitriol,3A4,"substrate, inducer",Not Specified,DrugBank,DB00136
Ergocalciferol,3A4,substrate,Not Specified,DrugBank,DB00153
Cholecalciferol,3A4,substrate,Not Specified,DrugBank,DB00169
Pravastatin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00175
Fluvoxamine,3A4,inhibitor,Not Specified,DrugBank,DB00176
Flunisolide,3A4,substrate,Not Specified,DrugBank,DB00180
Nicotine,3A4,substrate,Not Specified,DrugBank,DB00184
Cevimeline,3A4,substrate,Not Specified,DrugBank,DB00185
Bortezomib,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00188
Tramadol,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00193
Fluconazole,3A4,inhibitor,Not Specified,DrugBank,DB00196
Troglitazone,3A4,"substrate, inhibitor, inducer",Not Specified,DrugBank,DB00197
Erythromycin,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00199
Caffeine,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00201
Sildenafil,3A4,"substrate, inhibitor",Not Specified,DrugBank,DB00203
Dofetilide,3A4,substrate,Not Specified,DrugBank,DB00204
