Drug,CYP***,Action,Species,Database,DrugID,Gene,Reference,Strength
Propranolol,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00571,,,
Atropine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00572,,,
Clonidine,CYP1A2,substrate,NotSpecified,DrugBank,DB00575,,,
Diclofenac,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00586,,,
Cisapride,CYP1A2,substrate,NotSpecified,DrugBank,DB00604,,,
Sulindac,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00605,,,
Nafcillin,CYP1A2,inducer,NotSpecified,DrugBank,DB00607,,,
Rifabutin,CYP1A2,substrate,NotSpecified,DrugBank,DB00615,,,
Imatinib,CYP1A2,substrate,NotSpecified,DrugBank,DB00619,,,
Fluphenazine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00623,,,
Efavirenz,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00625,,,
Guanabenz,CYP1A2,substrate,NotSpecified,DrugBank,DB00629,,,
Dexmedetomidine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00633,,,
Estrone,CYP1A2,substrate,NotSpecified,DrugBank,DB00655,,,
Verapamil,CYP1A2,substrate,NotSpecified,DrugBank,DB00661,,,
Epinephrine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00668,,,
Aprepitant,CYP1A2,substrate,NotSpecified,DrugBank,DB00673,,,
Tamoxifen,CYP1A2,substrate,NotSpecified,DrugBank,DB00675,,,
Losartan,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00678,,,
Thioridazine,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00679,,,
Warfarin,CYP1A2,substrate,NotSpecified,DrugBank,DB00682,,,
Daunorubicin,CYP1A2,substrate,NotSpecified,DrugBank,DB00694,,,
Ergotamine,CYP1A2,substrate,NotSpecified,DrugBank,DB00696,,,
Tizanidine,CYP1A2,substrate,NotSpecified,DrugBank,DB00697,,,
Delavirdine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00705,,,
Imiquimod,CYP1A2,substrate,NotSpecified,DrugBank,DB00724,,,
Thiabendazole,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00730,,,
Meclizine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00737,,,
Pentamidine,CYP1A2,substrate,NotSpecified,DrugBank,DB00738,,,
Riluzole,CYP1A2,substrate,NotSpecified,DrugBank,DB00740,,,
Zileuton,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00744,,,
Modafinil,CYP1A2,"inhibitor,inducer",NotSpecified,DrugBank,DB00745,,,
Tranylcypromine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00752,,,
Clopidogrel,CYP1A2,substrate,NotSpecified,DrugBank,DB00758,,,
Methimazole,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00763,,,
Malathion,CYP1A2,substrate,NotSpecified,DrugBank,DB00772,,,
Etoposide,CYP1A2,substrate,NotSpecified,DrugBank,DB00773,,,
Roxithromycin,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00778,,,
Estradiol,CYP1A2,substrate,NotSpecified,DrugBank,DB00783,,,
Naproxen,CYP1A2,substrate,NotSpecified,DrugBank,DB00788,,,
Primidone,CYP1A2,inducer,NotSpecified,DrugBank,DB00794,,,
Pentoxifylline,CYP1A2,substrate,NotSpecified,DrugBank,DB00806,,,
Propofol,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00818,,,
Diazepam,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00829,,,
Trifluoperazine,CYP1A2,substrate,NotSpecified,DrugBank,DB00831,,,
Perphenazine,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00850,,,
Dacarbazine,CYP1A2,substrate,NotSpecified,DrugBank,DB00851,,,
Terbinafine,CYP1A2,substrate,NotSpecified,DrugBank,DB00857,,,
Ranitidine,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00863,,,
Clomifene,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00882,,,
Ethanol,CYP1A2,substrate,NotSpecified,DrugBank,DB00898,,,
Ondansetron,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00904,,,
Quinidine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00908,,,
Dinoprostone,CYP1A2,substrate,NotSpecified,DrugBank,DB00917,,,
Almotriptan,CYP1A2,substrate,NotSpecified,DrugBank,DB00918,,,
Buprenorphine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00921,,,
Cyclobenzaprine,CYP1A2,substrate,NotSpecified,DrugBank,DB00924,,,
Maprotiline,CYP1A2,substrate,NotSpecified,DrugBank,DB00934,,,
Isoniazid,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00951,,,
Rizatriptan,CYP1A2,substrate,NotSpecified,DrugBank,DB00953,,,
Desloratadine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00967,,,
Alosetron,CYP1A2,substrate,NotSpecified,DrugBank,DB00969,,,
Azelastine,CYP1A2,substrate,NotSpecified,DrugBank,DB00972,,,
EdeticAcid,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00974,,,
Telithromycin,CYP1A2,substrate,NotSpecified,DrugBank,DB00976,,,
Lomefloxacin,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB00978,,,
Ramelteon,CYP1A2,substrate,NotSpecified,DrugBank,DB00980,,,
Dopamine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB00988,,,
Frovatriptan,CYP1A2,substrate,NotSpecified,DrugBank,DB00998,,,
Levobupivacaine,CYP1A2,substrate,NotSpecified,DrugBank,DB01002,,,
Tioconazole,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01007,,,
Cinacalcet,CYP1A2,substrate,NotSpecified,DrugBank,DB01012,,,
Clobetasolpropionate,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01013,,,
Ketoconazole,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01026,,,
Methoxyflurane,CYP1A2,substrate,NotSpecified,DrugBank,DB01028,,,
Irbesartan,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01029,,,
Selegiline,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB01037,,,
Thalidomide,CYP1A2,substrate,NotSpecified,DrugBank,DB01041,,,
Rifampicin,CYP1A2,inducer,NotSpecified,DrugBank,DB01045,,,
Tocainide,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01056,,,
Praziquantel,CYP1A2,substrate,NotSpecified,DrugBank,DB01058,,,
Norfloxacin,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01059,,,
Melatonin,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB01065,,,
Diphenhydramine ,CYP1A2,substrate,NotSpecified,DrugBank,DB01075,,,
Tegaserod,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01079,,,
Primaquine,CYP1A2,"substrate,inhibitor,inducer",NotSpecified,DrugBank,DB01087,,,
Hesperetin,CYP1A2,substrate,NotSpecified,DrugBank,DB01094,,,
Fluvastatin,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01095,,,
Leflunomide,CYP1A2,substrate,NotSpecified,DrugBank,DB01097,,,
Pimozide,CYP1A2,substrate,NotSpecified,DrugBank,DB01100,,,
Sertraline,CYP1A2,substrate,NotSpecified,DrugBank,DB01104,,,
Miconazole,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01110,,,
Nifedipine,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB01115,,,
Amiodarone,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB01118,,,
Rabeprazole,CYP1A2,inducer,NotSpecified,DrugBank,DB01129,,,
Proguanil,CYP1A2,substrate,NotSpecified,DrugBank,DB01131,,,
Carvedilol,CYP1A2,substrate,NotSpecified,DrugBank,DB01136,,,
Levofloxacin,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01137,,,
Doxepin,CYP1A2,substrate,NotSpecified,DrugBank,DB01142,,,
Desipramine,CYP1A2,substrate,NotSpecified,DrugBank,DB01151,,,
Bupropion,CYP1A2,substrate,NotSpecified,DrugBank,DB01156,,,
Ofloxacin,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01165,,,
Cilostazol,CYP1A2,substrate,NotSpecified,DrugBank,DB01166,,,
Moclobemide,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01171,,,
Phenobarbital,CYP1A2,inducer,NotSpecified,DrugBank,DB01174,,,
Propafenone,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB01182,,,
Domperidone,CYP1A2,substrate,NotSpecified,DrugBank,DB01184,,,
Dexfenfluramine,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB01191,,,
Bromocriptine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01200,,,
Clarithromycin,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01211,,,
Anastrozole,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01217,,,
Aminophylline,CYP1A2,substrate,NotSpecified,DrugBank,DB01223,,,
Gemfibrozil,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01241,,,
Clomipramine,CYP1A2,substrate,NotSpecified,DrugBank,DB01242,,,
Dasatinib,CYP1A2,substrate,NotSpecified,DrugBank,DB01254,,,
Lumiracoxib,CYP1A2,substrate,NotSpecified,DrugBank,DB01283,,,
Oxtriphylline,CYP1A2,substrate,NotSpecified,DrugBank,DB01303,,,
InsulinAspart,CYP1A2,inducer,NotSpecified,DrugBank,DB01306,,,
InsulinDetemir,CYP1A2,inducer,NotSpecified,DrugBank,DB01307,,,
InsulinGlulisine,CYP1A2,inducer,NotSpecified,DrugBank,DB01309,,,
Hexobarbital,CYP1A2,substrate,NotSpecified,DrugBank,DB01355,,,
Rasagiline,CYP1A2,substrate,NotSpecified,DrugBank,DB01367,,,
Mibefradil,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01388,,,
Methotrimeprazine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01403,,,
Temafloxacin,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB01405,,,
Clenbuterol,CYP1A2,substrate,NotSpecified,DrugBank,DB01407,,,
Theobromine,CYP1A2,substrate,NotSpecified,DrugBank,DB01412,,,
Acenocoumarol,CYP1A2,substrate,NotSpecified,DrugBank,DB01418,,,
Aminophenazone,CYP1A2,substrate,NotSpecified,DrugBank,DB01424,,,
Antipyrine,CYP1A2,substrate,NotSpecified,DrugBank,DB01435,,,
Flunitrazepam,CYP1A2,substrate,NotSpecified,DrugBank,DB01544,,,
Bromazepam,CYP1A2,substrate,NotSpecified,DrugBank,DB01558,,,
Lopinavir,CYP1A2,inhibitor,NotSpecified,DrugBank,DB01601,,,
Pipotiazine,CYP1A2,substrate,NotSpecified,DrugBank,DB01621,,,
Thiothixene,CYP1A2,substrate,NotSpecified,DrugBank,DB01623,,,
Etoricoxib,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB01628,,,
Genistein,CYP1A2,substrate,NotSpecified,DrugBank,DB01645,,,
Resveratrol,CYP1A2,"substrate,inhibitor,inducer",NotSpecified,DrugBank,DB02709,,,
Phenacetin,CYP1A2,substrate,NotSpecified,DrugBank,DB03783,,,
Estropipate,CYP1A2,substrate,NotSpecified,DrugBank,DB04574,,,
Dantron,CYP1A2,inducer,NotSpecified,DrugBank,DB04816,,,
Flunarizine,CYP1A2,substrate,NotSpecified,DrugBank,DB04841,,,
Lorcaserin,CYP1A2,substrate,NotSpecified,DrugBank,DB04871,,,
Clevidipine,CYP1A2,substrate,NotSpecified,DrugBank,DB04920,,,
Iloperidone,CYP1A2,substrate,NotSpecified,DrugBank,DB04946,,,
RHIIP,CYP1A2,inducer,NotSpecified,DrugBank,DB05215,,,
Rotigotine,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB05271,,,
inhaledinsulin,CYP1A2,inducer,NotSpecified,DrugBank,DB05278,,,
HIIP,CYP1A2,inducer,NotSpecified,DrugBank,DB05283,,,
Abiraterone,CYP1A2,inhibitor,NotSpecified,DrugBank,DB05812,,,
Mianserin,CYP1A2,substrate,NotSpecified,DrugBank,DB06148,,,
Eltrombopag,CYP1A2,"substrate,inhibitor",NotSpecified,DrugBank,DB06210,,,
Asenapine,CYP1A2,substrate,NotSpecified,DrugBank,DB06216,,,
Simeprevir,CYP1A2,inhibitor,NotSpecified,DrugBank,DB06290,,,
Dapagliflozin,CYP1A2,substrate,NotSpecified,DrugBank,DB06292,,,
Armodafinil,CYP1A2,inducer,NotSpecified,DrugBank,DB06413,,,
Pazopanib,CYP1A2,substrate,NotSpecified,DrugBank,DB06589,,,
Agomelatine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB06594,,,
Apixaban,CYP1A2,substrate,NotSpecified,DrugBank,DB06605,,,
Axitinib,CYP1A2,substrate,NotSpecified,DrugBank,DB06626,,,
Nilvadipine,CYP1A2,inhibitor,NotSpecified,DrugBank,DB06712,,,
beta-Naphthoflavone,CYP1A2,inducer,NotSpecified,DrugBank,DB06732,,,
Benzylalcohol,CYP1A2,substrate,NotSpecified,DrugBank,DB06770,,,
Niclosamide,CYP1A2,inhibitor,NotSpecified,DrugBank,DB06803,,,
Sulconazole,CYP1A2,inhibitor,NotSpecified,DrugBank,DB06820,,,
Rilpivirine,CYP1A2,inducer,NotSpecified,DrugBank,DB08864,,,
Vemurafenib,CYP1A2,inhibitor,NotSpecified,DrugBank,DB08881,,,
Pomalidomide,CYP1A2,substrate,NotSpecified,DrugBank,DB08910,,,
2-(4-chlorphenoxy)-ethanol ,CYP1A2,substrate ,human ,SuperCYP,,,,
Acriflaviniumchloride ,CYP1A2,substrate ,human ,SuperCYP,,,,
Albendazole ,CYP1A2,inducer ,human ,SuperCYP,,,,
Albendazole ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Albendazole ,CYP1A2,substrate ,human ,SuperCYP,,,,
Alitretinoin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Alosetron ,CYP1A2,substrate ,human ,SuperCYP,,,,
Aminogluthetimide ,CYP1A2,inducer ,human ,SuperCYP,,,,
Aminophenazone ,CYP1A2,substrate ,human ,SuperCYP,,,,
Aminophylline ,CYP1A2,substrate ,human ,SuperCYP,,,,
Aminophylline ,CYP1A2,substrate ,human ,SuperCYP,,,,
Amiodarone ,CYP1A2,substrate ,human ,SuperCYP,,,,
Amiodarone ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Amiodarone ,CYP1A2,inhibitor ,,SuperCYP,,,,
Amitriptyline ,CYP1A2,substrate ,human ,SuperCYP,,,,
Amitriptyline ,CYP1A2,substrate ,human ,SuperCYP,,,,
Amitriptyline ,CYP1A2,substrate ,human ,SuperCYP,,,,
Amitriptyline ,CYP1A2,inhibitor ,,SuperCYP,,,,
Amlodipine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Anagrelide ,CYP1A2,substrate ,human ,SuperCYP,,,,
Anastrozole ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Anastrozole ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Aprepitant ,CYP1A2,substrate ,human ,SuperCYP,,,,
Artemisinin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Artemisinin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Ascorbicacid ,CYP1A2,inducer ,,SuperCYP,,,,
Ascorbicacid(vitC) ,CYP1A2,inducer ,,SuperCYP,,,,
Atropin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Atropine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Azelastine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Azelastine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Benoxaprofen ,CYP1A2,inducer ,rat ,SuperCYP,,,,
Benzydamine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Benzydamine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Bergapten ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Betacarotene ,CYP1A2,inducer ,human ,SuperCYP,,,,
Betacarotene ,CYP1A2,inducer ,human ,SuperCYP,,,,
Betaxolol ,CYP1A2,substrate ,human ,SuperCYP,,,,
Bortezomib ,CYP1A2,substrate ,human ,SuperCYP,,,,
Bortezomib ,CYP1A2,substrate ,human ,SuperCYP,,,,
Bromazepam ,CYP1A2,substrate ,human ,SuperCYP,,,,
Bromocriptine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Bupivacaine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Buprenorphine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Bupropion ,CYP1A2,substrate ,human ,SuperCYP,,,,
Caffeine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Caffeine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Caffeine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Caffeine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Capsaicin ,CYP1A2,substrate ,human ,SuperCYP,,,,
Capsaicin ,CYP1A2,substrate ,human ,SuperCYP,,,,
Carbamazepine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Carbamazepine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Carbamazepine ,CYP1A2,inducer ,human ,SuperCYP,,,,
Carbamazepine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Carmustine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Carvedilol ,CYP1A2,substrate ,human ,SuperCYP,,,,
Chinin ,CYP1A2,inducer ,human ,SuperCYP,,,,
Chinin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Chinin ,CYP1A2,substrate ,human ,SuperCYP,,,,
Chinin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Chlorothiazide ,CYP1A2,inducer ,rat ,SuperCYP,,,,
Chlorpromazine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Chlorpromazine ,CYP1A2,inducer ,,SuperCYP,,,,
Chlorpromazine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Chlorpromazine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Chlorzoxazone ,CYP1A2,substrate ,human ,SuperCYP,,,,
Chlorzoxazone ,CYP1A2,substrate ,human ,SuperCYP,,,,
Cimetidine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Cimetidine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Cinnarizin ,CYP1A2,substrate ,human ,SuperCYP,,,,
Cinnarizine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Ciprofloxacin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Ciprofloxacin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Ciprofloxacin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Cisapride ,CYP1A2,substrate ,human ,SuperCYP,,,,
Citalopram ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Citalopram ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Clarithromycin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Clenbuterol ,CYP1A2,substrate ,human ,SuperCYP,,,,
Clobetasol ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Clomifene ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Clomipramine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Clomipramine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Clopidogrel ,CYP1A2,substrate ,human ,SuperCYP,,,,
Clotrimazole ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Clozapine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Clozapine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Clozapine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Clozapine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Cocaine ,CYP1A2,inducer ,,SuperCYP,,,,
Cyamemazine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Cyclobarbital ,CYP1A2,inducer ,mouse ,SuperCYP,,,,
Cyclobenzaprine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Cyclobenzaprine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Cypermethrin ,CYP1A2,substrate ,human ,SuperCYP,,,,
Dacarbazine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Dacarbazine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Dacarbazine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Dactinomycin ,CYP1A2,inhibitor ,rabbit ,SuperCYP,,,,
Daunorubicin ,CYP1A2,substrate ,human ,SuperCYP,,,,
Deanol ,CYP1A2,substrate ,human ,SuperCYP,,,,
Decamethrin ,CYP1A2,substrate ,rat ,SuperCYP,,,,
Delavirdine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Delavirdine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Desipramine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Desipramine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Desloratadine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Dexamethason ,CYP1A2,inducer ,,SuperCYP,,,,
Dexamethasone ,CYP1A2,inducer ,,SuperCYP,,,,
Dexfenfluramine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Dexfenfluramine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Dexfenfluramine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Diazepam ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Diazepam ,CYP1A2,substrate ,human ,SuperCYP,,,,
Diazepam ,CYP1A2,substrate ,human ,SuperCYP,,,,
Diclofenac ,CYP1A2,substrate ,human ,SuperCYP,,,,
Diclofenac ,CYP1A2,inhibitor ,,SuperCYP,,,,
Diclofenac ,CYP1A2,substrate ,,SuperCYP,,,,
Diethyltoluamide ,CYP1A2,substrate ,human ,SuperCYP,,,,
Dihydralazine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Dihydralazine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Dihydralazine ,CYP1A2,substrate ,rat ,SuperCYP,,,,
Dinoprostone ,CYP1A2,substrate ,human ,SuperCYP,,,,
Disulfiram ,CYP1A2,inhibitor ,,SuperCYP,,,,
Disulfiram ,CYP1A2,substrate ,,SuperCYP,,,,
Domperidone ,CYP1A2,substrate ,human ,SuperCYP,,,,
Domperidone ,CYP1A2,substrate ,human ,SuperCYP,,,,
Dopamine ,CYP1A2,substrate ,,SuperCYP,,,,
Dopamine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Doxepin ,CYP1A2,substrate ,human ,SuperCYP,,,,
Doxepin ,CYP1A2,substrate ,,SuperCYP,,,,
Doxorubicin ,CYP1A2,inducer ,,SuperCYP,,,,
duloxetine ,CYP1A2,substrate ,,SuperCYP,,,,
Efavirenz ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Enoxacin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Enoxacin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Enoxolone ,CYP1A2,inhibitor ,,SuperCYP,,,,
Entacapone ,CYP1A2,inhibitor ,,SuperCYP,,,,
Epinephrin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Epinephrine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Ergotamine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Erythromycin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Erythromycin ,CYP1A2,substrate ,,SuperCYP,,,,
Erythromycin ,CYP1A2,inhibitor ,,SuperCYP,,,,
Estradiol ,CYP1A2,substrate ,human ,SuperCYP,,,,
Estriol ,CYP1A2,inhibitor ,,SuperCYP,,,,
Estrone ,CYP1A2,substrate ,human ,SuperCYP,,,,
Estrone ,CYP1A2,substrate ,human ,SuperCYP,,,,
Estrone ,CYP1A2,substrate ,mouse ,SuperCYP,,,,
Ethanol ,CYP1A2,substrate ,human ,SuperCYP,,,,
Ethinylestradiol ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Ethinylestradiol ,CYP1A2,substrate ,human ,SuperCYP,,,,
Etoposide ,CYP1A2,substrate ,human ,SuperCYP,,,,
Etoposide ,CYP1A2,substrate ,human ,SuperCYP,,,,
Etoricoxib ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Fenbendazole ,CYP1A2,inducer ,rat ,SuperCYP,,,,
Flecainide ,CYP1A2,substrate ,,SuperCYP,,,,
Fluconazole ,CYP1A2,inhibitor ,,SuperCYP,,,,
Flunarizine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Flunitrazepam ,CYP1A2,substrate ,human ,SuperCYP,,,,
Fluorouracil ,CYP1A2,substrate ,human ,SuperCYP,,,,
Fluoxetine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Fluoxetine ,CYP1A2,inhibitor ,,SuperCYP,,,,
Fluoxetine ,CYP1A2,substrate ,,SuperCYP,,,,
Fluphenazine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Fluphenazine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Flutamide ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Flutamide ,CYP1A2,substrate ,human ,SuperCYP,,,,
Flutamide ,CYP1A2,inhibitor ,,SuperCYP,,,,
Flutamide ,CYP1A2,substrate ,human ,SuperCYP,,,,
Fluvastatin ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Fluvastatin ,CYP1A2,inhibitor ,,SuperCYP,,,,
Fluvoxamine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Fluvoxamine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Fluvoxamine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Fluvoxamine ,CYP1A2,substrate ,,SuperCYP,,,,
Fluvoxamine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Frovatriptan ,CYP1A2,substrate ,human ,SuperCYP,,,,
Frovatriptan ,CYP1A2,substrate ,human ,SuperCYP,,,,
Gemfibrozil ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Granisetron ,CYP1A2,substrate ,human ,SuperCYP,,,,
Griseofulvin ,CYP1A2,inducer ,,SuperCYP,,,,
Griseofulvin ,CYP1A2,inducer ,,SuperCYP,,,,
Griseofulvin ,CYP1A2,substrate ,human ,SuperCYP,,,,
Guaiazulen ,CYP1A2,substrate ,human ,SuperCYP,,,,
Guajazulen ,CYP1A2,substrate ,human ,SuperCYP,,,,
Haloperidol ,CYP1A2,substrate ,,SuperCYP,,,,
Hexobarbital ,CYP1A2,substrate ,human ,SuperCYP,,,,
Hydrochloricacid ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Idebenone ,CYP1A2,substrate ,,SuperCYP,,,,
Imatinib ,CYP1A2,substrate ,,SuperCYP,,,,
Imipramine ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Imipramine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Imipramine ,CYP1A2,substrate ,human ,SuperCYP,,,,
Imipramineoxide ,CYP1A2,substrate ,human ,SuperCYP,,,,
Imiquimod ,CYP1A2,substrate ,human ,SuperCYP,,,,
Imiquimod ,CYP1A2,substrate ,,SuperCYP,,,,
Insulin(beef) ,CYP1A2,inducer ,human ,SuperCYP,,,,
Insulin(human) ,CYP1A2,inducer ,human ,SuperCYP,,,,
Insulin(pork) ,CYP1A2,inducer ,human ,SuperCYP,,,,
Ipriflavone ,CYP1A2,inhibitor ,human ,SuperCYP,,,,
Ipriflavone ,CYP1A2,substrate ,human ,SuperCYP,,,,
