Drug,Enzyme,Action,Database,Species,DrugID,Gene,Reference,Strength
Amiodarone,CYP2A6,inhibitor,DrugBank,Not Specified,DB01118,,,
Amiodarone,CYP2C8,substrate,DrugBank,Not Specified,DB01118,,,
amiodarone,CYP2C8,substrate,ildcare,Not Specified,,,,
Amiodarone,CYP2C9,"substrate,inhibitor",DrugBank,Not Specified,DB01118,,,
amiodarone,CYP2C9,inhibitor,Indiana University,Not Specified,,,,Moderate
Amiodarone,CYP2C9,inhibitor,KEGG, Not Specified,,,, Moderate
Amiodarone,CYP2C9,inhibitor,KEGG, Not Specified,,,, Moderate
Amiodarone,CYP2C9,substrate,KEGG, Not Specified,,,, 
Amiodarone,CYP2C9,substrate,KEGG, Not Specified,,,, 
amiodarone,CYP2C9,Inhibitor,ildcare,Not Specified,,,,
Amiodarone,CYP2C19,substrate,DrugBank,Not Specified,DB01118,,,
Amiodarone,CYP2D6,"substrate,inhibitor",DrugBank,Not Specified,DB01118,,,
amiodarone,CYP2D6,inhibitor,Indiana University,Not Specified,,,,Weak
Amiodarone,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Amiodarone,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Amiodarone,CYP2D6,substrate,KEGG, Not Specified,,,, 
Amiodarone,CYP2D6,substrate,KEGG, Not Specified,,,, 
amiodarone,CYP2D6,Inhibitor,ildcare,Not Specified,,,,
Amiodarone,CYP3A7,inhibitor,DrugBank,Not Specified,DB01118,,,
Amiodarone,CYP3A5,inhibitor,DrugBank,Not Specified,DB01118,,,
Amiodarone,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01118,,,
amiodarone,CYP3A4,inhibitor,Indiana University,Not Specified,,,,
amiodarone,CYP3A5,inhibitor,Indiana University,Not Specified,,,,
amiodarone,CYP3A7,inhibitor,Indiana University,Not Specified,,,,
Amiodarone,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Amiodarone,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Amiodarone,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Amiodarone,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Amiodarone,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amiodarone,CYP3A4,substrate,KEGG, Not Specified,,,, 
amiodarone,CYP3A4,substrate,ildcare,Not Specified,,,,
amiodarone,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Amiodarone,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01118,,,
amiodarone,CYP3A4,inhibitor,Indiana University,Not Specified,,,,
Amiodarone,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Amiodarone,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Amiodarone,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amiodarone,CYP3A4,substrate,KEGG, Not Specified,,,, 
amiodarone,CYP3A4,substrate,ildcare,Not Specified,,,,
amiodarone,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Amiodarone,CYP3A5,inhibitor,DrugBank,Not Specified,DB01118,,,
amiodarone,CYP3A5,inhibitor,Indiana University,Not Specified,,,,
Amiodarone,CYP3A7,inhibitor,DrugBank,Not Specified,DB01118,,,
amiodarone,CYP3A7,inhibitor,Indiana University,Not Specified,,,,
Amiodarone,CYP1A2,inhibitor,KEGG, Not Specified,,,, Weak
Amiodarone,CYP2C9,inhibitor,KEGG, Not Specified,,,, Moderate
Amiodarone,CYP2D6,inhibitor,KEGG, Not Specified,,,, 
Amiodarone,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Amiodarone,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Amiodarone,CYP1A2,substrate,KEGG, Not Specified,,,, 
Amiodarone,CYP2C9,substrate,KEGG, Not Specified,,,, 
Amiodarone,CYP2D6,substrate,KEGG, Not Specified,,,, 
Amiodarone,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amiodarone,CYP1A1,substrate,SuperCYP,human,,,,
Amiodarone,CYP1A2,substrate,SuperCYP,human,,,,
Amiodarone,CYP1A2,inhibitor,SuperCYP,human,,,,
Amiodarone,CYP1A2,inhibitor,SuperCYP,,,,,
Amiodarone,CYP2C8,substrate,SuperCYP,human,,,,
Amiodarone,CYP2C8,substrate,SuperCYP,human,,,,
Amiodarone,CYP2C9,inhibitor,SuperCYP,human,,,,
Amiodarone,CYP2C19,substrate,SuperCYP,human,,,,
Amiodarone,CYP2D6,inhibitor,SuperCYP,human,,,,
Amiodarone,CYP2D6,substrate,SuperCYP,human,,,,
Amiodarone,CYP2D6,inhibitor,SuperCYP,human,,,,
Amiodarone,CYP3A4,inhibitor,SuperCYP,human,,,,
Amiodarone,CYP3A4,substrate,SuperCYP,human,,,,
Amiodarone,CYP3A4,inhibitor,SuperCYP,,,,,
Amiodarone,CYP3A5,inhibitor,SuperCYP,human,,,,
Amiodarone,CYP3A7,inhibitor,SuperCYP,human,,,,
Amiodarone,CYP3A4,inhibitor,SuperCYP,human,,,,
Amiodarone,CYP3A4,substrate,SuperCYP,human,,,,
Amiodarone,CYP3A4,inhibitor,SuperCYP,,,,,
Amiodarone,CYP3A5,inhibitor,SuperCYP,human,,,,
Amiodarone,CYP3A7,inhibitor,SuperCYP,human,,,,
Amitriptyline,CYP1A2,substrate,DrugBank,Not Specified,DB00321,,,
amitriptyline,CYP1A2,substrate,Indiana University,Not Specified,,,,
Amitriptyline,CYP1A2,substrate,KEGG, Not Specified,,,, 
Amitriptyline,CYP1A2,substrate,KEGG, Not Specified,,,, 
amitriptyline,CYP1A2,substrate,ildcare,Not Specified,,,,
Amitriptyline,CYP2B6,substrate,DrugBank,Not Specified,DB00321,,,
Amitriptyline,CYP2B6,substrate,DrugBank,Not Specified,DB00321,,,
Amitriptyline,CYP2C8,"substrate,inhibitor",DrugBank,Not Specified,DB00321,,,
Amitriptyline,CYP2C9,substrate,DrugBank,Not Specified,DB00321,,,
amitriptyline,CYP2C9,substrate,Indiana University,Not Specified,,,,
amitriptyline,CYP2C9,substrate,ildcare,Not Specified,,,,
Amitriptyline,CYP2C19,"substrate,inhibitor",DrugBank,Not Specified,DB00321,,,
amitriptyline,CYP2C19,substrate,Indiana University,Not Specified,,,,
Amitriptyline,CYP2C19,substrate,KEGG, Not Specified,,,, 
Amitriptyline,CYP2C19,substrate,KEGG, Not Specified,,,, 
amitriptyline,CYP2C19,substrate,ildcare,Not Specified,,,,
Amitriptyline,CYP2D6,"substrate,inhibitor",DrugBank,Not Specified,DB00321,,,
amitriptyline,CYP2D6,substrate,Indiana University,Not Specified,,,,
Amitriptyline,CYP2D6,substrate,KEGG, Not Specified,,,, 
Amitriptyline,CYP2D6,substrate,KEGG, Not Specified,,,, 
amitriptyline,CYP2D6,substrate,ildcare,Not Specified,,,,
Amitriptyline,CYP2E1,"substrate,inhibitor",DrugBank,Not Specified,DB00321,,,
Amitriptyline,CYP3A5,substrate,DrugBank,Not Specified,DB00321,,,
Amitriptyline,CYP3A4,substrate,DrugBank,Not Specified,DB00321,,,
Amitriptyline,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amitriptyline,CYP3A4,substrate,KEGG, Not Specified,,,, 
amitriptyline,CYP3A4,substrate,ildcare,Not Specified,,,,
Amitriptyline,CYP3A4,substrate,DrugBank,Not Specified,DB00321,,,
Amitriptyline,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amitriptyline,CYP3A4,substrate,KEGG, Not Specified,,,, 
amitriptyline,CYP3A4,substrate,ildcare,Not Specified,,,,
Amitriptyline,CYP3A5,substrate,DrugBank,Not Specified,DB00321,,,
Amitriptyline,CYP1A2,substrate,KEGG, Not Specified,,,, 
Amitriptyline,CYP2C19,substrate,KEGG, Not Specified,,,, 
Amitriptyline,CYP2D6,substrate,KEGG, Not Specified,,,, 
Amitriptyline,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amitriptyline,CYP1A2,substrate,SuperCYP,human,,,,
Amitriptyline,CYP1A2,substrate,SuperCYP,human,,,,
Amitriptyline,CYP1A2,substrate,SuperCYP,human,,,,
Amitriptyline,CYP1A2,inhibitor,SuperCYP,,,,,
Amitriptyline,CYP2B6,substrate,SuperCYP,human,,,,
Amitriptyline,CYP2C8,inhibitor,SuperCYP,human,,,,
Amitriptyline,CYP2C8,substrate,SuperCYP,human,,,,
Amitriptyline,CYP2C9,substrate,SuperCYP,human,,,,
Amitriptyline,CYP2C9,substrate,SuperCYP,human,,,,
Amitriptyline,CYP2C19,substrate,SuperCYP,human,,,,
Amitriptyline,CYP2C19,inhibitor,SuperCYP,human,,,,
Amitriptyline,CYP2C19,substrate,SuperCYP,human,,,,
Amitriptyline,CYP2D6,inhibitor,SuperCYP,human,,,,
Amitriptyline,CYP2D6,substrate,SuperCYP,human,,,,
Amitriptyline,CYP2D6,substrate,SuperCYP,,,,,
Amitriptyline,CYP2D6,substrate,SuperCYP,human,,,,
Amitriptyline,CYP2E1,inhibitor,SuperCYP,human,,,,
Amitriptyline,CYP2E1,substrate,SuperCYP,human,,,,
Amitriptyline,CYP2E1,inhibitor,SuperCYP,human,,,,
Amitriptyline,CYP3A4,inhibitor,SuperCYP,human,,,,
Amitriptyline,CYP3A4,substrate,SuperCYP,human,,,,
Amitriptyline,CYP3A4,substrate,SuperCYP,human,,,,
Amitriptyline,CYP3A5,substrate,SuperCYP,human,,,,
Amitriptyline,CYP3A4,inhibitor,SuperCYP,human,,,,
Amitriptyline,CYP3A4,substrate,SuperCYP,human,,,,
Amitriptyline,CYP3A4,substrate,SuperCYP,human,,,,
Amitriptyline,CYP3A5,substrate,SuperCYP,human,,,,
Amlodipine,CYP1A1,inhibitor,DrugBank,Not Specified,DB00381,,,
Amlodipine,CYP1A2,inhibitor,DrugBank,Not Specified,DB00381,,,
Amlodipine,CYP2A6,inhibitor,DrugBank,Not Specified,DB00381,,,
Amlodipine,CYP2B6,inhibitor,DrugBank,Not Specified,DB00381,,,
Amlodipine,CYP2B6,inhibitor,DrugBank,Not Specified,DB00381,,,
Amlodipine,CYP2C8,inhibitor,DrugBank,Not Specified,DB00381,,,
Amlodipine,CYP2C9,inhibitor,DrugBank,Not Specified,DB00381,,,
Amlodipine,CYP2D6,inhibitor,DrugBank,Not Specified,DB00381,,,
Amlodipine,CYP3A7,substrate,DrugBank,Not Specified,DB00381,,,
Amlodipine,CYP3A5,substrate,DrugBank,Not Specified,DB00381,,,
Amlodipine,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00381,,,
amlodipine,CYP3A4,substrate,Indiana University,Not Specified,,,,
amlodipine,CYP3A5,substrate,Indiana University,Not Specified,,,,
amlodipine,CYP3A7,substrate,Indiana University,Not Specified,,,,
Amlodipine,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Amlodipine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A7,substrate,KEGG, Not Specified,,,, 
amlodipine,CYP3A4,substrate,ildcare,Not Specified,,,,
Amlodipine,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00381,,,
amlodipine,CYP3A4,substrate,Indiana University,Not Specified,,,,
Amlodipine,CYP3A4,substrate,KEGG, Not Specified,,,, 
amlodipine,CYP3A4,substrate,ildcare,Not Specified,,,,
Amlodipine,CYP3A5,substrate,DrugBank,Not Specified,DB00381,,,
amlodipine,CYP3A5,substrate,Indiana University,Not Specified,,,,
Amlodipine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A7,substrate,DrugBank,Not Specified,DB00381,,,
amlodipine,CYP3A7,substrate,Indiana University,Not Specified,,,,
Amlodipine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP1A1,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP1A2,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP2A6,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP2B6,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP2B6,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP2C8,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP2C9,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP2C9,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP2D6,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP2D6,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP3A4,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP3A4,substrate,SuperCYP,human,,,,
Amlodipine,CYP3A4,substrate,SuperCYP,human,,,,
Amlodipine,CYP3A5,substrate,SuperCYP,,,,,
Amlodipine,CYP3A7,substrate,SuperCYP,,,,,
Amlodipine,CYP3A4,inhibitor,SuperCYP,human,,,,
Amlodipine,CYP3A4,substrate,SuperCYP,human,,,,
Amlodipine,CYP3A4,substrate,SuperCYP,human,,,,
Amlodipine,CYP3A5,substrate,SuperCYP,,,,,
Amlodipine,CYP3A7,substrate,SuperCYP,,,,,
Amlodipine besilate - atorvastatin mixt,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amlodipine besilate - atorvastatin mixt,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Amlodipine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A,inhibitor,KEGG, Not Specified,,,, Weak
Amlodipine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A5,substrate,KEGG, Not Specified,,,, 
Amlodipine,CYP3A7,substrate,KEGG, Not Specified,,,, 
Amobarbital,CYP2A6,inducer,DrugBank,Not Specified,DB01351,,,
Amobarbital,CYP3A,substrate,KEGG, Not Specified,,,, 
Amobarbital,CYP3A,substrate,KEGG, Not Specified,,,, 
Amobarbital,CYP2A6,inducer,SuperCYP,human,,,,
Amobarbital,CYP3A,substrate,KEGG, Not Specified,,,, 
Amodiaquine,CYP1A1,substrate,DrugBank,Not Specified,DB00613,,,
Amodiaquine,CYP2C8,substrate,DrugBank,Not Specified,DB00613,,,
Amodiaquine,CYP2C8,substrate,KEGG, Not Specified,,,, 
Amodiaquine,CYP2C8,substrate,KEGG, Not Specified,,,, 
Amodiaquine,CYP2C9,inhibitor,DrugBank,Not Specified,DB00613,,,
Amodiaquine,CYP2D6,inhibitor,DrugBank,Not Specified,DB00613,,,
Amodiaquine,CYP1A1,substrate,SuperCYP,human,,,,
Amodiaquine,CYP1B1,substrate,SuperCYP,human,,,,
Amodiaquine,CYP2C8,substrate,SuperCYP,human,,,,
Amodiaquine,CYP2C8,substrate,SuperCYP,human,,,,
Amodiaquine,CYP2C9,inhibitor,SuperCYP,human,,,,
Amodiaquine,CYP2D6,inhibitor,SuperCYP,human,,,,
Amodiaquine,CYP2D6,inhibitor,SuperCYP,human,,,,
amodiaquine,CYP2C8,substrate,Indiana University,Not Specified,,,,
Amoxapine,CYP1A2,substrate,KEGG, Not Specified,,,, 
Amoxapine,CYP2C19,substrate,KEGG, Not Specified,,,, 
Amoxapine,CYP2D6,substrate,DrugBank,Not Specified,DB00543,,,
Amoxapine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Amoxapine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amoxapine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amoxapine,CYP1A2,substrate,KEGG, Not Specified,,,, 
Amoxapine,CYP2C19,substrate,KEGG, Not Specified,,,, 
Amoxapine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Amoxapine,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amoxicillin,CYP2C19,substrate,DrugBank,Not Specified,DB01060,,,
Amoxicillin,SLC22A6,inhibitor,Transporter,,,,,
Amoxicillin,CYP2C19,substrate,SuperCYP,human,,,,
Amoxicillin - clarithromycin - lansoprazole mixt,CYP2C19,substrate,KEGG, Not Specified,,,, 
Amphetamine,CYP2A6,inhibitor,DrugBank,Not Specified,DB00182,,,
Amphetamine,CYP2D6,"substrate,inhibitor",DrugBank,Not Specified,DB00182,,,
amphetamine,CYP2D6,substrate,Indiana University,Not Specified,,,,
amphetamine,CYP2D6,substrate,ildcare,Not Specified,,,,
Amphetamine,CYP2D6,substrate,KEGG, Not Specified,,,, 
Ampiroxicam,CYP2C9,substrate,KEGG, Not Specified,,,, 
Ampiroxicam,CYP3A4,substrate,KEGG, Not Specified,,,, 
Ampiroxicam,CYP3A4,substrate,KEGG, Not Specified,,,, 
Ampiroxicam,CYP2C9,substrate,KEGG, Not Specified,,,, 
Ampiroxicam,CYP3A4,substrate,KEGG, Not Specified,,,, 
Amprenavir,CYP2B6,inhibitor,DrugBank,Not Specified,DB00701,,,
Amprenavir,CYP2C8,substrate,DrugBank,Not Specified,DB00701,,,
Amprenavir,CYP2C9,substrate,DrugBank,Not Specified,DB00701,,,
Amprenavir,CYP2C19,inhibitor,DrugBank,Not Specified,DB00701,,,
Amprenavir,CYP2D6,substrate,DrugBank,Not Specified,DB00701,,,
Amprenavir,CYP3A5,substrate,DrugBank,Not Specified,DB00701,,,
Amprenavir,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00701,,,
Amprenavir,CYP3A,inhibitor,KEGG, Not Specified,,,, Moderate
Amprenavir,CYP3A, inducer,KEGG, Not Specified,,,, Weak
Amprenavir,CYP3A4,substrate,KEGG, Not Specified,,,, 
amprenavir,CYP3A4,substrate,ildcare,Not Specified,,,,
amprenavir,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Amprenavir,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00701,,,
Amprenavir,CYP3A4,substrate,KEGG, Not Specified,,,, 
amprenavir,CYP3A4,substrate,ildcare,Not Specified,,,,
amprenavir,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Amprenavir,CYP3A5,substrate,DrugBank,Not Specified,DB00701,,,
Amprenavir,CYP2B6,inhibitor,SuperCYP,human,,,,
Amprenavir,CYP2C8,substrate,SuperCYP,human,,,,
Amprenavir,CYP2C9,substrate,SuperCYP,human,,,,
Amprenavir,CYP2C9,substrate,SuperCYP,human,,,,
Amprenavir,CYP2C19,inhibitor,SuperCYP,human,,,,
Amprenavir,CYP2C19,inhibitor,SuperCYP,human,,,,
Amprenavir,CYP2D6,substrate,SuperCYP,human,,,,
Amprenavir,CYP3A4,inhibitor,SuperCYP,human,,,,
Amprenavir,CYP3A4,substrate,SuperCYP,human,,,,
Amprenavir,CYP3A4,inhibitor,SuperCYP,human,,,,
Amprenavir,CYP3A4,substrate,SuperCYP,human,,,,
Amprenavir,CYP3A5,substrate,SuperCYP,human,,,,
Amprenavir,CYP3A4,inhibitor,SuperCYP,human,,,,
Amprenavir,CYP3A4,substrate,SuperCYP,human,,,,
Amprenavir,CYP3A4,inhibitor,SuperCYP,human,,,,
Amprenavir,CYP3A4,substrate,SuperCYP,human,,,,
Amprenavir,CYP3A5,substrate,SuperCYP,human,,,,
Amsacrine,CYP2D6,substrate,DrugBank,Not Specified,DB00276,,,
Amsacrine,CYP2D6,substrate,SuperCYP,human,,,,
Anagrelide,CYP1A1,substrate,KEGG, Not Specified,,,, 
Anagrelide,CYP1A1,substrate,KEGG, Not Specified,,,, 
Anagrelide,CYP1A1,substrate,KEGG, Not Specified,,,, 
Anagrelide,CYP1A2,substrate,DrugBank,Not Specified,DB00261,,,
Anagrelide,CYP1A2,substrate,SuperCYP,human,,,,
Anastrozole,CYP1A2,inhibitor,DrugBank,Not Specified,DB01217,,,
Anastrozole,CYP1A2,inhibitor,KEGG, Not Specified,,,, 
anastrozole,CYP2C8,Inhibitor,ildcare,Not Specified,,,,
Anastrozole,CYP2C9,inhibitor,DrugBank,Not Specified,DB01217,,,
Anastrozole,CYP3A4,inhibitor,DrugBank,Not Specified,DB01217,,,
Anastrozole,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Anastrozole,CYP3A4,substrate,KEGG, Not Specified,,,, 
Anastrozole,CYP3A4,inhibitor,DrugBank,Not Specified,DB01217,,,
Anastrozole,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Anastrozole,CYP3A4,substrate,KEGG, Not Specified,,,, 
Anastrozole,CYP1A2,inhibitor,DrugBank,Not Specified,DB01217,,,
Anastrozole,CYP2C9,inhibitor,DrugBank,Not Specified,DB01217,,,
Anastrozole,CYP3A4,inhibitor,DrugBank,Not Specified,DB01217,,,
Anastrozole,CYP1A2,inhibitor,SuperCYP,human,,,,
Anastrozole,CYP1A2,inhibitor,SuperCYP,human,,,,
Anastrozole,CYP2C9,inhibitor,SuperCYP,human,,,,
Anastrozole,CYP2C9,inhibitor,SuperCYP,human,,,,
Anastrozole,CYP3A4,inhibitor,SuperCYP,human,,,,
Anastrozole,CYP3A4,inhibitor,SuperCYP,human,,,,
Anastrozole,CYP3A4,inhibitor,SuperCYP,human,,,,
Anastrozole,CYP3A4,inhibitor,SuperCYP,human,,,,
Anastrozole,CYP19A,inhibitor,SuperCYP,,,,,
Anastrozole,CYP19A,inhibitor,SuperCYP,human,,,,
Androstanolone,CYP7B1,inhibitor,SuperCYP,human,,,,
Androstanolone,CYP11A,substrate,SuperCYP,human,,,,
Androstanolone,CYP17A,substrate,SuperCYP,human,,,,
Androstanolone,CYP19A,substrate,SuperCYP,human,,,,
Androstanolone,CYP17A,substrate,SuperCYP,human,,,,
Angiotensinamide,CYP11B1,inducer,SuperCYP,human,,,,
Angiotensinamide,CYP11A,inducer,SuperCYP,rat,,,,
Angiotensinamide,CYP11B1,inducer,SuperCYP,human,,,,
Angiotensinamide,CYP11B2,inducer,SuperCYP,human,,,,
Angiotensinamide,CYP11B2,inducer,SuperCYP,human,,,,
Angiotensinamide,CYP21A,inducer,SuperCYP,human,,,,
Aniline,CYP2E1,substrate,DrugBank,Not Specified,DB06728,,,
aniline2,CYP2E1,substrate,Indiana University,Not Specified,,,,
Antipyrine,CYP1A2,substrate,DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP1A2,substrate,KEGG, Not Specified,,,, 
Antipyrine,CYP2A6,substrate,DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP2B6,"substrate,inhibitor",DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP2C8,substrate,DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP2C9,substrate,DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP2C18,substrate,DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP2C19,"substrate,inhibitor",DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP2D6,"substrate,inhibitor",DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP2E1,substrate,DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01435,,,
Antipyrine,CYP1A2,substrate,KEGG, Not Specified,,,, 
Antipyrine,SLC22A6,inhibitor,Transporter,,,,,
Apixaban,CYP1A2,substrate,DrugBank,Not Specified,DB06605,,,
Apixaban,CYP2C8,substrate,DrugBank,Not Specified,DB06605,,,
Apixaban,CYP2C9,substrate,DrugBank,Not Specified,DB06605,,,
Apixaban,CYP2C19,substrate,DrugBank,Not Specified,DB06605,,,
Apixaban,CYP2J2,substrate,DrugBank,Not Specified,DB06605,,,
Apixaban,CYP3A5,substrate,DrugBank,Not Specified,DB06605,,,
Apixaban,CYP3A4,substrate,DrugBank,Not Specified,DB06605,,,
Apixaban,CYP3A4,substrate,KEGG, Not Specified,,,, 
Apixaban,CYP3A5,substrate,KEGG, Not Specified,,,, 
Apixaban,CYP3A4,substrate,DrugBank,Not Specified,DB06605,,,
Apixaban,CYP3A4,substrate,KEGG, Not Specified,,,, 
Apixaban,CYP3A5,substrate,DrugBank,Not Specified,DB06605,,,
Apixaban,CYP3A5,substrate,KEGG, Not Specified,,,, 
Apixaban,ABCG2,substrate,Transporter,,,,,
Aprepitant,CYP1A2,substrate,DrugBank,Not Specified,DB00673,,,
Aprepitant,CYP2C9,"inhibitor, inducer",DrugBank,Not Specified,DB00673,,,
Aprepitant,CYP2C9, inducer,KEGG, Not Specified,,,, Weak
aprepitant,CYP2C9,Inducer,ildcare,Not Specified,,,,
Aprepitant,CYP2C19,"substrate,inhibitor",DrugBank,Not Specified,DB00673,,,
Aprepitant,CYP3A7,"substrate,inhibitor",DrugBank,Not Specified,DB00673,,,
Aprepitant,CYP3A5,"substrate,inhibitor",DrugBank,Not Specified,DB00673,,,
Aprepitant,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00673,,,
aprepitant,CYP3A4,substrate,Indiana University,Not Specified,,,,
aprepitant,CYP3A5,substrate,Indiana University,Not Specified,,,,
aprepitant,CYP3A7,substrate,Indiana University,Not Specified,,,,
aprepitant,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Moderate
aprepitant,CYP3A5,inhibitor,Indiana University,Not Specified,,,,Moderate
aprepitant,CYP3A7,inhibitor,Indiana University,Not Specified,,,,Moderate
Aprepitant,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Aprepitant,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Aprepitant,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Aprepitant,CYP3A,inhibitor,KEGG, Not Specified,,,, Moderate
Aprepitant,CYP3A, inducer,KEGG, Not Specified,,,, Weak
Aprepitant,CYP3A4,substrate,KEGG, Not Specified,,,, 
Aprepitant,CYP3A5,substrate,KEGG, Not Specified,,,, 
Aprepitant,CYP3A7,substrate,KEGG, Not Specified,,,, 
Aprepitant,CYP3A,substrate,KEGG, Not Specified,,,, Sensitive
aprepitant,CYP3A4,substrate,ildcare,Not Specified,,,,
aprepitant,CYP3A4,inhibitor,ildcare,Not Specified,,,,
aprepitant,CYP3A4,Inducer,ildcare,Not Specified,,,,
Aprepitant,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00673,,,
aprepitant,CYP3A4,substrate,Indiana University,Not Specified,,,,
aprepitant,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Moderate
Aprepitant,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Aprepitant,CYP3A4,substrate,KEGG, Not Specified,,,, 
aprepitant,CYP3A4,substrate,ildcare,Not Specified,,,,
aprepitant,CYP3A4,inhibitor,ildcare,Not Specified,,,,
aprepitant,CYP3A4,Inducer,ildcare,Not Specified,,,,
Aprepitant,CYP3A5,"substrate,inhibitor",DrugBank,Not Specified,DB00673,,,
aprepitant,CYP3A5,substrate,Indiana University,Not Specified,,,,
aprepitant,CYP3A5,inhibitor,Indiana University,Not Specified,,,,Moderate
Aprepitant,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Aprepitant,CYP3A5,substrate,KEGG, Not Specified,,,, 
Aprepitant,CYP3A7,"substrate,inhibitor",DrugBank,Not Specified,DB00673,,,
aprepitant,CYP3A7,substrate,Indiana University,Not Specified,,,,
aprepitant,CYP3A7,inhibitor,Indiana University,Not Specified,,,,Moderate
Aprepitant,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Aprepitant,CYP3A7,substrate,KEGG, Not Specified,,,, 
